Location,total_votes,2000_republican_votes,2000_democrat_votes
"South Carolina, Edgefield",8834,4760.0,3950.0
"South Carolina, Fairfield",8398,3011.0,5263.0
"South Carolina, Florence",41437,23678.0,17157.0
"South Carolina, Georgetown",20351,10535.0,9445.0
"South Carolina, Greenville",140293,92714.0,43810.0
"South Carolina, Greenwood",20860,12193.0,8139.0
"South Carolina, Hampton",7759,2798.0,4896.0
"South Carolina, Horry",71265,40300.0,29113.0
"South Carolina, Jasper",6469,2414.0,3646.0
"South Carolina, Kershaw",19677,11911.0,7428.0
"South Carolina, Lancaster",20705,11676.0,8782.0
"South Carolina, Laurens",20410,12102.0,7920.0
"South Carolina, Lee",6642,2675.0,3899.0
"South Carolina, Lexington",83081,58095.0,22830.0
"South Carolina, McCormick",3661,1704.0,1896.0
"South Carolina, Marion",12149,4687.0,7358.0
"South Carolina, Marlboro",7883,2699.0,5060.0
"South Carolina, Newberry",12372,7492.0,4428.0
"South Carolina, Oconee",23575,15364.0,7571.0
"South Carolina, Orangeburg",32734,12657.0,19802.0
"South Carolina, Pickens",34582,24681.0,8927.0
"South Carolina, Richland",116481,50164.0,63179.0
"South Carolina, Saluda",6891,4098.0,2682.0
"South Carolina, Spartanburg",83553,52114.0,29559.0
"South Carolina, Sumter",30672,15915.0,14365.0
"South Carolina, Union",10589,5768.0,4662.0
"South Carolina, Williamsburg",11331,4524.0,6723.0
"South Carolina, York",54351,33776.0,19251.0
"South Dakota, Aurora",1413,847.0,513.0
"South Dakota, Beadle",7739,4347.0,3216.0
"South Dakota, Bennett",1116,712.0,377.0
"South Dakota, Bon Homme",3139,1901.0,1162.0
"South Dakota, Brookings",10984,6212.0,4546.0
"South Dakota, Brown",16556,9060.0,7173.0
"South Dakota, Brule",2167,1268.0,818.0
"South Dakota, Buffalo",408,140.0,256.0
"South Dakota, Butte",3689,2760.0,840.0
"South Dakota, Campbell",917,739.0,147.0
"South Dakota, Charles Mix",3579,2205.0,1300.0
"South Dakota, Clark",2108,1272.0,791.0
"South Dakota, Clay",5105,2363.0,2638.0
"South Dakota, Codington",11138,6718.0,4192.0
"South Dakota, Corson",1243,629.0,549.0
"South Dakota, Custer",3573,2495.0,955.0
"South Dakota, Davison",7528,4445.0,2936.0
"South Dakota, Day",3197,1623.0,1492.0
"South Dakota, Deuel",2224,1245.0,926.0
"South Dakota, Dewey",1681,761.0,880.0
"South Dakota, Douglas",1709,1311.0,363.0
"South Dakota, Edmunds",1986,1257.0,676.0
"South Dakota, Fall River",3429,2185.0,1133.0
"South Dakota, Faulk",1329,904.0,388.0
"South Dakota, Grant",3830,2235.0,1475.0
"South Dakota, Gregory",2257,1487.0,718.0
"South Dakota, Haakon",1129,938.0,164.0
"South Dakota, Hamlin",2723,1731.0,923.0
"South Dakota, Hand",2031,1419.0,565.0
"South Dakota, Hanson",1421,944.0,457.0
"South Dakota, Harding",731,650.0,64.0
"South Dakota, Hughes",7534,5188.0,2212.0
"South Dakota, Hutchinson",3625,2497.0,1052.0
"South Dakota, Hyde",835,592.0,218.0
"South Dakota, Jackson",1040,687.0,319.0
"South Dakota, Jerauld",1122,624.0,468.0
"South Dakota, Jones",664,509.0,137.0
"South Dakota, Kingsbury",2727,1612.0,1049.0
"South Dakota, Lake",5154,2724.0,2331.0
"South Dakota, Lawrence",9406,6327.0,2797.0
"South Dakota, Lincoln",10556,6546.0,3844.0
"South Dakota, Lyman",1386,875.0,482.0
"South Dakota, McCook",2631,1610.0,965.0
"South Dakota, McPherson",1417,1073.0,295.0
"South Dakota, Marshall",2079,1097.0,939.0
"South Dakota, Meade",9366,6870.0,2267.0
"South Dakota, Mellette",733,495.0,222.0
"South Dakota, Miner",1266,724.0,523.0
"South Dakota, Minnehaha",61369,33428.0,27042.0
"South Dakota, Moody",2735,1361.0,1318.0
"South Dakota, Pennington",36557,24696.0,11123.0
"South Dakota, Perkins",1614,1237.0,297.0
"South Dakota, Potter",1494,1112.0,356.0
"South Dakota, Roberts",4074,2237.0,1700.0
"South Dakota, Sanborn",1268,767.0,468.0
"South Dakota, Oglala Lakota",1953,252.0,1667.0
"South Dakota, Spink",3284,1957.0,1274.0
"South Dakota, Stanley",1381,955.0,402.0
"South Dakota, Sully",871,633.0,209.0
"South Dakota, Todd",1494,478.0,993.0
"South Dakota, Tripp",2765,1909.0,799.0
"South Dakota, Turner",4004,2514.0,1414.0
"South Dakota, Union",5772,3265.0,2358.0
"South Dakota, Walworth",2553,1758.0,721.0
"South Dakota, Yankton",8740,4904.0,3596.0
"South Dakota, Ziebach",721,384.0,314.0
"Tennessee, Anderson",28779,14688.0,13556.0
"Tennessee, Bedford",12207,5911.0,6136.0
"Tennessee, Benton",6311,2484.0,3700.0
"Tennessee, Bledsoe",4196,2380.0,1756.0
"Tennessee, Blount",40662,25273.0,14688.0
"Tennessee, Bradley",29443,20167.0,8768.0
"Tennessee, Campbell",12421,5784.0,6492.0
"Tennessee, Cannon",4697,1924.0,2697.0
"Tennessee, Carroll",10827,5465.0,5239.0
"Tennessee, Carter",19102,12111.0,6724.0
"Tennessee, Cheatham",12616,6356.0,6062.0
"Tennessee, Chester",5728,3487.0,2192.0
"Tennessee, Claiborne",9000,5023.0,3841.0
"Tennessee, Clay",3442,1468.0,1931.0
"Tennessee, Cocke",10239,6185.0,3872.0
"Tennessee, Coffee",17788,8788.0,8741.0
"Tennessee, Crockett",5440,2676.0,2705.0
"Tennessee, Cumberland",19017,10994.0,7644.0
"Tennessee, Davidson",208588,84117.0,120508.0
"Tennessee, Decatur",4370,2046.0,2278.0
"Tennessee, DeKalb",6265,2411.0,3765.0
"Tennessee, Dickson",15556,7016.0,8332.0
"Tennessee, Dyer",11841,6282.0,5425.0
"Tennessee, Fayette",11529,6402.0,5037.0
"Tennessee, Fentress",6029,3417.0,2529.0
"Tennessee, Franklin",14691,6560.0,7828.0
"Tennessee, Gibson",17137,8286.0,8663.0
"Tennessee, Giles",10066,4377.0,5527.0
"Tennessee, Grainger",6194,3746.0,2361.0
"Tennessee, Greene",20816,12540.0,7909.0
"Tennessee, Grundy",4596,1553.0,2970.0
"Tennessee, Hamblen",19699,11824.0,7564.0
"Tennessee, Hamilton",120379,66605.0,51708.0
"Tennessee, Hancock",2075,1343.0,690.0
"Tennessee, Hardeman",8803,3729.0,4953.0
"Tennessee, Hardin",8782,4951.0,3735.0
"Tennessee, Hawkins",17098,10071.0,6753.0
"Tennessee, Haywood",6478,2554.0,3887.0
"Tennessee, Henderson",8399,5153.0,3166.0
"Tennessee, Henry",12309,5944.0,6093.0
"Tennessee, Hickman",7264,2914.0,4239.0
"Tennessee, Houston",3127,993.0,2081.0
"Tennessee, Humphreys",6681,2387.0,4205.0
"Tennessee, Jackson",4754,1384.0,3304.0
"Tennessee, Jefferson",14087,8657.0,5226.0
"Tennessee, Johnson",5657,3740.0,1813.0
"Tennessee, Knox",150586,86851.0,60969.0
"Tennessee, Lake",2224,781.0,1419.0
"Tennessee, Lauderdale",7618,3329.0,4224.0
"Tennessee, Lawrence",14470,7613.0,6643.0
"Tennessee, Lewis",4420,2037.0,2281.0
"Tennessee, Lincoln",10659,5435.0,5060.0
"Tennessee, Loudon",16406,10266.0,5905.0
"Tennessee, McMinn",16600,10155.0,6142.0
"Tennessee, McNairy",8989,4897.0,4003.0
"Tennessee, Macon",6491,3366.0,3059.0
"Tennessee, Madison",33930,17862.0,15781.0
"Tennessee, Marion",10250,4651.0,5441.0
"Tennessee, Marshall",9359,4105.0,5107.0
"Tennessee, Maury",23400,11930.0,11127.0
"Tennessee, Meigs",3390,1797.0,1555.0
"Tennessee, Monroe",13003,7514.0,5327.0
"Tennessee, Montgomery",39044,19644.0,18818.0
"Tennessee, Moore",2301,1145.0,1107.0
"Tennessee, Morgan",6162,3144.0,2921.0
"Tennessee, Obion",12440,6168.0,6056.0
"Tennessee, Overton",7496,2875.0,4507.0
"Tennessee, Perry",2866,1165.0,1650.0
"Tennessee, Pickett",2239,1281.0,939.0
"Tennessee, Polk",5594,2907.0,2574.0
"Tennessee, Putnam",22438,11248.0,10785.0
"Tennessee, Rhea",9772,5900.0,3722.0
"Tennessee, Roane",21326,11345.0,9575.0
"Tennessee, Robertson",20164,9675.0,10249.0
"Tennessee, Rutherford",62182,33445.0,27360.0
"Tennessee, Scott",6615,3579.0,2967.0
"Tennessee, Sequatchie",3887,2169.0,1648.0
"Tennessee, Sevier",25365,16734.0,8208.0
"Tennessee, Shelby",336755,141756.0,190404.0
"Tennessee, Smith",7348,2384.0,4884.0
"Tennessee, Stewart",4782,1826.0,2870.0
"Tennessee, Sullivan",55727,33482.0,21354.0
"Tennessee, Sumner",50477,27601.0,22118.0
"Tennessee, Tipton",16552,10070.0,6300.0
"Tennessee, Trousdale",2945,950.0,1966.0
"Tennessee, Unicoi",6429,3780.0,2566.0
"Tennessee, Union",5821,3199.0,2564.0
"Tennessee, Van Buren",2131,845.0,1255.0
"Tennessee, Warren",13131,5552.0,7378.0
"Tennessee, Washington",37942,22579.0,14769.0
"Tennessee, Wayne",5306,3370.0,1859.0
"Tennessee, Weakley",11844,6106.0,5570.0
"Tennessee, White",7775,3525.0,4135.0
"Tennessee, Williamson",58429,38901.0,18745.0
"Tennessee, Wilson",35916,18844.0,16561.0
"Texas, Anderson",15080,9835.0,5041.0
"Texas, Andrews",4024,3091.0,876.0
"Texas, Angelina",26974,16648.0,9957.0
"Texas, Aransas",8247,5390.0,2637.0
"Texas, Archer",3997,2951.0,993.0
"Texas, Armstrong",938,772.0,150.0
"Texas, Atascosa",10746,6231.0,4322.0
"Texas, Austin",9227,6661.0,2407.0
"Texas, Bailey",2090,1589.0,488.0
"Texas, Bandera",7273,5613.0,1426.0
"Texas, Bastrop",18308,10310.0,6973.0
"Texas, Baylor",1984,1285.0,663.0
"Texas, Bee",8330,4429.0,3795.0
"Texas, Bell",63291,41208.0,21011.0
"Texas, Bexar",412726,215613.0,185158.0
"Texas, Blanco",3767,2777.0,811.0
"Texas, Borden",353,283.0,62.0
"Texas, Bosque",6770,4745.0,1930.0
"Texas, Bowie",30320,18325.0,11662.0
"Texas, Brazoria",80019,53445.0,24883.0
"Texas, Brazos",46941,32864.0,12359.0
"Texas, Brewster",3580,1867.0,1349.0
"Texas, Briscoe",772,544.0,224.0
"Texas, Brooks",2431,556.0,1854.0
"Texas, Brown",12920,9609.0,3138.0
"Texas, Burleson",5866,3542.0,2235.0
"Texas, Burnet",13232,9286.0,3557.0
"Texas, Caldwell",9425,5216.0,3872.0
"Texas, Calhoun",6563,3724.0,2766.0
"Texas, Callahan",4896,3656.0,1174.0
"Texas, Cameron",62057,27800.0,33214.0
"Texas, Camp",3784,2121.0,1625.0
"Texas, Carson",2742,2216.0,480.0
"Texas, Cass",11019,6295.0,4618.0
"Texas, Castro",2354,1607.0,727.0
"Texas, Chambers",9806,6769.0,2888.0
"Texas, Cherokee",14537,9599.0,4755.0
"Texas, Childress",2126,1506.0,602.0
"Texas, Clay",4637,3112.0,1460.0
"Texas, Cochran",1171,807.0,344.0
"Texas, Coke",1515,1137.0,355.0
"Texas, Coleman",3578,2687.0,853.0
"Texas, Collin",175420,128179.0,42884.0
"Texas, Collingsworth",1415,974.0,429.0
"Texas, Colorado",7249,4913.0,2229.0
"Texas, Comal",32748,24599.0,7131.0
"Texas, Comanche",5022,3334.0,1636.0
"Texas, Concho",1103,818.0,268.0
"Texas, Cooke",13469,10128.0,3153.0
"Texas, Coryell",15087,10321.0,4493.0
"Texas, Cottle",757,502.0,241.0
"Texas, Crane",1654,1246.0,387.0
"Texas, Crockett",1398,924.0,467.0
"Texas, Crosby",2002,1270.0,705.0
"Texas, Culberson",1012,413.0,577.0
"Texas, Dallam",1744,1385.0,341.0
"Texas, Dallas",613039,322345.0,275308.0
"Texas, Dawson",4839,3337.0,1463.0
"Texas, Deaf Smith",4984,3687.0,1240.0
"Texas, Delta",1900,1143.0,726.0
"Texas, Denton",146790,102171.0,40144.0
"Texas, Dewitt",6183,4541.0,1570.0
"Texas, Dickens",881,589.0,284.0
"Texas, Dimmit",3753,1032.0,2678.0
"Texas, Donley",1719,1333.0,360.0
"Texas, Duval",5030,1010.0,3990.0
"Texas, Eastland",6414,4531.0,1774.0
"Texas, Ector",32901,22893.0,9425.0
"Texas, Edwards",937,663.0,261.0
"Texas, Ellis",37307,26091.0,10629.0
"Texas, El Paso",145042,57574.0,83848.0
"Texas, Erath",11115,8126.0,2804.0
"Texas, Falls",5715,3239.0,2417.0
"Texas, Fannin",10340,6074.0,4102.0
"Texas, Fayette",9387,6658.0,2542.0
"Texas, Fisher",1872,968.0,884.0
"Texas, Floyd",2420,1830.0,580.0
"Texas, Foard",556,286.0,263.0
"Texas, Fort Bend",123509,73567.0,47569.0
"Texas, Franklin",3472,2420.0,1018.0
"Texas, Freestone",6641,4247.0,2316.0
"Texas, Frio",4128,1774.0,2317.0
"Texas, Gaines",3459,2691.0,723.0
"Texas, Galveston",92983,50397.0,40020.0
"Texas, Garza",1770,1302.0,454.0
"Texas, Gillespie",9920,8096.0,1511.0
"Texas, Glasscock",571,528.0,39.0
"Texas, Goliad",3392,2108.0,1233.0
"Texas, Gonzales",6069,4092.0,1877.0
"Texas, Gray",8185,6732.0,1376.0
"Texas, Grayson",39940,25596.0,13647.0
"Texas, Gregg",38433,26739.0,11244.0
"Texas, Grimes",6802,4197.0,2450.0
"Texas, Guadalupe",30567,21499.0,8311.0
"Texas, Hale",9110,6868.0,2158.0
"Texas, Hall",1446,966.0,472.0
"Texas, Hamilton",3376,2447.0,878.0
"Texas, Hansford",2088,1874.0,198.0
"Texas, Hardeman",1557,976.0,566.0
"Texas, Hardin",17836,11962.0,5595.0
"Texas, Harris",974822,529159.0,418267.0
"Texas, Harrison",22970,13834.0,8878.0
"Texas, Hartley",2031,1645.0,359.0
"Texas, Haskell",2927,1488.0,1401.0
"Texas, Hays",34317,20170.0,11387.0
"Texas, Hemphill",1474,1203.0,251.0
"Texas, Henderson",25627,16607.0,8704.0
"Texas, Hidalgo",101050,38301.0,61390.0
"Texas, Hill",10735,7054.0,3524.0
"Texas, Hockley",6745,5250.0,1419.0
"Texas, Hood",17505,12429.0,4704.0
"Texas, Hopkins",10910,7076.0,3692.0
"Texas, Houston",8236,5308.0,2833.0
"Texas, Howard",9548,6668.0,2744.0
"Texas, Hudspeth",922,514.0,380.0
"Texas, Hunt",24466,16177.0,7857.0
"Texas, Hutchinson",9351,7443.0,1796.0
"Texas, Irion",793,624.0,162.0
"Texas, Jack",2974,2107.0,822.0
"Texas, Jackson",4856,3365.0,1446.0
"Texas, Jasper",11742,7071.0,4533.0
"Texas, Jeff Davis",1060,708.0,283.0
"Texas, Jefferson",86909,40320.0,45409.0
"Texas, Jim Hogg",2157,623.0,1512.0
"Texas, Jim Wells",12023,4498.0,7418.0
"Texas, Johnson",38726,26202.0,11778.0
"Texas, Jones",6048,4080.0,1899.0
"Texas, Karnes",4308,2638.0,1617.0
"Texas, Kaufman",23063,15290.0,7455.0
"Texas, Kendall",11073,8788.0,1901.0
"Texas, Kenedy",228,106.0,119.0
"Texas, Kent",536,346.0,185.0
"Texas, Kerr",19228,14637.0,4002.0
"Texas, Kimble",1666,1313.0,328.0
"Texas, King",137,120.0,14.0
"Texas, Kinney",1444,932.0,486.0
"Texas, Kleberg",9194,4526.0,4481.0
"Texas, Knox",1576,947.0,617.0
"Texas, Lamar",15430,9775.0,5553.0
"Texas, Lamb",4598,3451.0,1114.0
"Texas, Lampasas",6214,4526.0,1569.0
"Texas, La Salle",2014,731.0,1266.0
"Texas, Lavaca",7546,5288.0,2171.0
"Texas, Lee",5536,3699.0,1733.0
"Texas, Leon",6326,4362.0,1893.0
"Texas, Liberty",20077,12458.0,7311.0
"Texas, Limestone",7075,4212.0,2768.0
"Texas, Lipscomb",1294,1072.0,206.0
"Texas, Live Oak",4004,2828.0,1114.0
"Texas, Llano",8627,6295.0,2143.0
"Texas, Loving",156,124.0,29.0
"Texas, Lubbock",76008,56054.0,18469.0
"Texas, Lynn",2084,1507.0,562.0
"Texas, McCulloch",2920,2084.0,794.0
"Texas, McLennan",68789,43955.0,23462.0
"Texas, McMullen",439,358.0,77.0
"Texas, Madison",3623,2333.0,1241.0
"Texas, Marion",3930,2039.0,1852.0
"Texas, Martin",1949,1520.0,415.0
"Texas, Mason",1801,1352.0,417.0
"Texas, Matagorda",12459,7584.0,4696.0
"Texas, Maverick",9229,3143.0,5995.0
"Texas, Medina",12873,8590.0,4025.0
"Texas, Menard",990,642.0,334.0
"Texas, Midland",39740,31514.0,7534.0
"Texas, Milam",8269,4706.0,3429.0
"Texas, Mills",2314,1738.0,548.0
"Texas, Mitchell",2574,1708.0,837.0
"Texas, Montague",7330,4951.0,2256.0
"Texas, Montgomery",106213,80600.0,23286.0
"Texas, Moore",5290,4201.0,1040.0
"Texas, Morris",4889,2381.0,2455.0
"Texas, Motley",642,514.0,118.0
"Texas, Nacogdoches",19799,13145.0,6204.0
"Texas, Navarro",13890,8358.0,5366.0
"Texas, Newton",4990,2423.0,2503.0
"Texas, Nolan",5312,3337.0,1874.0
"Texas, Nueces",97326,49906.0,45349.0
"Texas, Ochiltree",2962,2687.0,251.0
"Texas, Oldham",774,659.0,108.0
"Texas, Orange",29654,17325.0,11887.0
"Texas, Palo Pinto",9118,5690.0,3263.0
"Texas, Panola",9074,5975.0,3011.0
"Texas, Parker",33225,23651.0,8878.0
"Texas, Parmer",2744,2274.0,447.0
"Texas, Pecos",4303,2700.0,1539.0
"Texas, Polk",18994,11746.0,6877.0
"Texas, Potter",25376,17629.0,7242.0
"Texas, Presidio",1757,618.0,1064.0
"Texas, Rains",3333,2049.0,1225.0
"Texas, Randall",41790,33921.0,7209.0
"Texas, Reagan",1255,959.0,282.0
"Texas, Real",1490,1146.0,316.0
"Texas, Red River",5202,2941.0,2219.0
"Texas, Reeves",3176,1273.0,1872.0
"Texas, Refugio",2921,1721.0,1172.0
"Texas, Roberts",549,472.0,72.0
"Texas, Robertson",6369,3007.0,3283.0
"Texas, Rockwall",17652,13666.0,3642.0
"Texas, Runnels",4046,3020.0,969.0
"Texas, Rusk",16633,11611.0,4841.0
"Texas, Sabine",4591,2764.0,1753.0
"Texas, San Augustine",3805,2116.0,1636.0
"Texas, San Jacinto",7714,4623.0,2946.0
"Texas, San Patricio",18699,10599.0,7840.0
"Texas, San Saba",2333,1691.0,618.0
"Texas, Schleicher",1173,826.0,338.0
"Texas, Scurry",5326,4060.0,1193.0
"Texas, Shackelford",1347,1066.0,264.0
"Texas, Shelby",9005,5692.0,3227.0
"Texas, Sherman",1163,998.0,144.0
"Texas, Smith",60624,43320.0,16470.0
"Texas, Somervell",2918,2120.0,752.0
"Texas, Starr",8464,1911.0,6505.0
"Texas, Stephens",3291,2425.0,811.0
"Texas, Sterling",659,520.0,132.0
"Texas, Stonewall",799,496.0,294.0
"Texas, Sutton",1540,1063.0,468.0
"Texas, Swisher",2501,1612.0,856.0
"Texas, Tarrant",472389,286921.0,173758.0
"Texas, Taylor",43020,31701.0,10504.0
"Texas, Terrell",477,243.0,219.0
"Texas, Terry",4054,2910.0,1108.0
"Texas, Throckmorton",842,608.0,228.0
"Texas, Titus",8103,4995.0,3008.0
"Texas, Tom Green",34626,24733.0,9288.0
"Texas, Travis",301263,141235.0,125526.0
"Texas, Trinity",5297,3093.0,2142.0
"Texas, Tyler",7116,4236.0,2775.0
"Texas, Upshur",12808,8448.0,4180.0
"Texas, Upton",1273,982.0,266.0
"Texas, Uvalde",8420,4855.0,3436.0
"Texas, Val Verde",11474,6223.0,5056.0
"Texas, Van Zandt",17891,12383.0,5245.0
"Texas, Victoria",27408,18787.0,8176.0
"Texas, Walker",14374,9076.0,4943.0
"Texas, Waller",10858,5686.0,5046.0
"Texas, Ward",3874,2534.0,1256.0
"Texas, Washington",11809,8645.0,2996.0
"Texas, Webb",31571,13076.0,18120.0
"Texas, Wharton",13426,8455.0,4838.0
"Texas, Wheeler",2389,1787.0,579.0
"Texas, Wichita",42713,27802.0,14108.0
"Texas, Wilbarger",4577,3138.0,1356.0
"Texas, Willacy",5062,1789.0,3218.0
"Texas, Williamson",95935,65041.0,26591.0
"Texas, Wilson",11698,7509.0,3997.0
"Texas, Winkler",2043,1468.0,556.0
"Texas, Wise",16368,11234.0,4830.0
"Texas, Wood",13884,9810.0,3893.0
"Texas, Yoakum",2465,1911.0,531.0
"Texas, Young",6954,5022.0,1843.0
"Texas, Zapata",2616,953.0,1638.0
"Texas, Zavala",3391,751.0,2616.0
"Utah, Beaver",2252,1653.0,541.0
"Utah, Box Elder",15483,12288.0,2555.0
"Utah, Cache",33142,25920.0,5170.0
"Utah, Carbon",7384,3758.0,3298.0
"Utah, Daggett",435,317.0,104.0
"Utah, Davis",87855,64375.0,18845.0
"Utah, Duchesne",4546,3622.0,779.0
"Utah, Emery",4398,3243.0,958.0
"Utah, Garfield",1968,1719.0,178.0
"Utah, Grand",3614,1822.0,1158.0
"Utah, Iron",12594,10106.0,1789.0
"Utah, Juab",2785,2023.0,619.0
"Utah, Kane",2802,2254.0,387.0
"Utah, Millard",4775,3850.0,696.0
"Utah, Morgan",3171,2464.0,553.0
"Utah, Piute",781,626.0,133.0
"Utah, Rich",903,736.0,152.0
"Utah, Salt Lake",307258,171585.0,107576.0
"Utah, San Juan",4744,2721.0,1838.0
"Utah, Sanpete",7430,5781.0,1211.0
"Utah, Sevier",7077,5763.0,1046.0
"Utah, Summit",12121,6168.0,4601.0
"Utah, Tooele",12480,7807.0,4001.0
"Utah, Uintah",8397,6733.0,1387.0
"Utah, Utah",120256,98255.0,16445.0
"Utah, Wasatch",5675,3819.0,1476.0
"Utah, Washington",32461,25481.0,5465.0
"Utah, Wayne",1225,953.0,202.0
"Utah, Weber",62742,39254.0,19890.0
"Vermont, Addison",17427,6953.0,8936.0
"Vermont, Bennington",17677,7284.0,9021.0
"Vermont, Caledonia",13641,6746.0,5859.0
"Vermont, Chittenden",72017,26105.0,39156.0
"Vermont, Essex",2892,1564.0,1129.0
"Vermont, Franklin",19194,8395.0,9514.0
"Vermont, Grand Isle",3638,1550.0,1835.0
"Vermont, Lamoille",11246,4456.0,5676.0
"Vermont, Orange",14695,6858.0,6694.0
"Vermont, Orleans",12132,5799.0,5472.0
"Vermont, Rutland",29362,13546.0,13990.0
"Vermont, Washington",29749,11448.0,15281.0
"Vermont, Windham",21491,7358.0,11319.0
"Vermont, Windsor",29147,11713.0,15140.0
"Virginia, Accomack",11925,6352.0,5092.0
"Virginia, Albemarle",36846,18291.0,16255.0
"Virginia, Alleghany",5123,2808.0,2214.0
"Virginia, Amelia",4788,2947.0,1754.0
"Virginia, Amherst",11712,6660.0,4812.0
"Virginia, Appomattox",5927,3654.0,2132.0
"Virginia, Arlington",83559,28555.0,50260.0
"Virginia, Augusta",25271,17744.0,6643.0
"Virginia, Bath",2210,1311.0,822.0
"Virginia, Bedford",26149,17224.0,8160.0
"Virginia, Bedford",26149,17224.0,1078.0
"Virginia, Bedford",2441,1269.0,8160.0
"Virginia, Bedford",2441,1269.0,1078.0
"Virginia, Bland",2688,1759.0,851.0
"Virginia, Botetourt",13840,8867.0,4627.0
"Virginia, Brunswick",5997,2561.0,3387.0
"Virginia, Buchanan",9856,3867.0,5745.0
"Virginia, Buckingham",5454,2738.0,2561.0
"Virginia, Campbell",20327,13162.0,6659.0
"Virginia, Caroline",8351,3873.0,4314.0
"Virginia, Carroll",11001,7142.0,3638.0
"Virginia, Charles City",3066,1023.0,1981.0
"Virginia, Charlotte",4994,2855.0,2017.0
"Virginia, Chesterfield",110951,69924.0,38638.0
"Virginia, Clarke",5284,2883.0,2166.0
"Virginia, Craig",2493,1580.0,851.0
"Virginia, Culpeper",12244,7440.0,4364.0
"Virginia, Cumberland",3507,1974.0,1405.0
"Virginia, Dickenson",7226,3122.0,3951.0
"Virginia, Dinwiddie",9136,4959.0,4001.0
"Virginia, Essex",3831,1995.0,1750.0
"Virginia, Fairfax",413775,202181.0,196501.0
"Virginia, Fairfax",413775,202181.0,4361.0
"Virginia, Fairfax",9556,4762.0,196501.0
"Virginia, Fairfax",9556,4762.0,4361.0
"Virginia, Fauquier",23481,14456.0,8296.0
"Virginia, Floyd",5739,3423.0,1957.0
"Virginia, Fluvanna",8706,4962.0,3431.0
"Virginia, Franklin",18829,11225.0,7145.0
"Virginia, Franklin",18829,11225.0,1763.0
"Virginia, Franklin",3191,1393.0,7145.0
"Virginia, Franklin",3191,1393.0,1763.0
"Virginia, Frederick",22392,14574.0,7158.0
"Virginia, Giles",6820,3574.0,3004.0
"Virginia, Gloucester",13699,8718.0,4553.0
"Virginia, Goochland",8777,5378.0,3197.0
"Virginia, Grayson",6852,4236.0,2467.0
"Virginia, Greene",5412,3375.0,1774.0
"Virginia, Greensville",3906,1565.0,2314.0
"Virginia, Halifax",14072,7732.0,5963.0
"Virginia, Hanover",41585,28614.0,12044.0
"Virginia, Henrico",114252,62887.0,48645.0
"Virginia, Henry",21463,11870.0,8898.0
"Virginia, Highland",1437,942.0,453.0
"Virginia, Isle of Wight",12950,7587.0,5162.0
"Virginia, James City",24492,14628.0,9090.0
"Virginia, King and Queen",2859,1423.0,1387.0
"Virginia, King George",5852,3590.0,2070.0
"Virginia, King William",5769,3547.0,2125.0
"Virginia, Lancaster",5455,3411.0,1937.0
"Virginia, Lee",8748,4551.0,4031.0
"Virginia, Loudoun",75653,42453.0,30938.0
"Virginia, Louisa",10096,5461.0,4309.0
"Virginia, Lunenburg",4591,2510.0,2026.0
"Virginia, Madison",5027,2940.0,1844.0
"Virginia, Mathews",4609,2951.0,1499.0
"Virginia, Mecklenburg",11654,6600.0,4797.0
"Virginia, Middlesex",4689,2844.0,1671.0
"Virginia, Montgomery",27160,13991.0,11720.0
"Virginia, Nelson",6145,2913.0,2907.0
"Virginia, New Kent",6114,3934.0,2055.0
"Virginia, Northampton",4892,2299.0,2340.0
"Virginia, Northumberland",5605,3362.0,2118.0
"Virginia, Nottoway",5492,2870.0,2460.0
"Virginia, Orange",10483,5991.0,4126.0
"Virginia, Page",7996,5089.0,2726.0
"Virginia, Patrick",7385,4901.0,2254.0
"Virginia, Pittsylvania",24255,15760.0,7834.0
"Virginia, Powhatan",9711,6820.0,2708.0
"Virginia, Prince Edward",6363,3214.0,2922.0
"Virginia, Prince George",10900,6579.0,4182.0
"Virginia, Prince William",100511,52788.0,44745.0
"Virginia, Pulaski",12697,7089.0,5255.0
"Virginia, Rappahannock",3513,1850.0,1462.0
"Virginia, Richmond",2949,1784.0,1076.0
"Virginia, Richmond",2949,1784.0,42717.0
"Virginia, Richmond",65926,20265.0,1076.0
"Virginia, Richmond",65926,20265.0,42717.0
"Virginia, Roanoke",42817,25740.0,16141.0
"Virginia, Roanoke",42817,25740.0,17920.0
"Virginia, Roanoke",33442,14630.0,16141.0
"Virginia, Roanoke",33442,14630.0,17920.0
"Virginia, Rockbridge",7827,4522.0,2953.0
"Virginia, Rockingham",23994,17482.0,5834.0
"Virginia, Russell",10792,5065.0,5442.0
"Virginia, Scott",9335,5535.0,3552.0
"Virginia, Shenandoah",14452,9636.0,4420.0
"Virginia, Smyth",11740,6580.0,4836.0
"Virginia, Southampton",6714,3293.0,3359.0
"Virginia, Spotsylvania",35021,20739.0,13455.0
"Virginia, Stafford",34246,20731.0,12596.0
"Virginia, Surry",3230,1313.0,1845.0
"Virginia, Sussex",3906,1745.0,2006.0
"Virginia, Tazewell",16344,8655.0,7227.0
"Virginia, Warren",11166,6335.0,4313.0
"Virginia, Washington",20222,12064.0,7549.0
"Virginia, Westmoreland",6026,2932.0,2922.0
"Virginia, Wise",13310,6504.0,6412.0
"Virginia, Wythe",10225,6539.0,3462.0
