State,County,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
South Dakota,Faulk,2617,2547,2514,2493,2440,2411,2398,2406,2415,2349
South Dakota,Grant,7835,7699,7672,7703,7582,7454,7410,7401,7389,7369
South Dakota,Gregory,4766,4632,4550,4494,4431,4378,4311,4267,4254,4260
South Dakota,Haakon,2201,2174,2134,2112,2080,2030,1984,1957,1945,1953
South Dakota,Hamlin,5546,5551,5566,5558,5559,5625,5595,5696,5753,5843
South Dakota,Hand,3716,3650,3589,3547,3415,3396,3390,3389,3396,3399
South Dakota,Hanson,3152,3263,3287,3335,3503,3511,3414,3417,3399,3345
South Dakota,Harding,1345,1337,1317,1332,1278,1257,1278,1274,1252,1263
South Dakota,Hughes,16505,16351,16479,16514,16573,16682,16717,16788,16690,16867
South Dakota,Hutchinson,8060,7925,7803,7769,7660,7594,7471,7436,7363,7325
South Dakota,Hyde,1655,1607,1552,1587,1616,1601,1531,1467,1430,1420
South Dakota,Jackson,2940,2846,2876,2927,2939,2982,2976,3008,2950,2982
South Dakota,Jerauld,2259,2225,2197,2155,2102,2105,2059,2006,2023,2019
South Dakota,Jones,1182,1136,1113,1074,1068,1033,1046,1014,976,990
South Dakota,Kingsbury,5803,5635,5524,5435,5311,5318,5228,5177,5142,5146
South Dakota,Lake,11217,11143,10922,10767,10612,10624,10659,10920,11119,11084
South Dakota,Lawrence,21763,21738,21763,22135,22610,22889,23172,23543,23659,23781
South Dakota,Lincoln,24557,26322,28032,29720,32343,34598,36885,39260,41590,43522
South Dakota,Lyman,3908,3879,3863,3860,3827,3756,3754,3765,3669,3723
South Dakota,McCook,5840,5854,5772,5776,5805,5793,5679,5699,5598,5592
South Dakota,McPherson,2889,2826,2770,2728,2663,2627,2571,2518,2517,2469
South Dakota,Marshall,4593,4515,4446,4420,4542,4625,4616,4591,4618,4608
South Dakota,Meade,24252,24371,24646,24573,25064,25089,25085,24995,24931,25314
South Dakota,Mellette,2084,2070,2042,2070,2014,2027,2030,2040,2000,2041
South Dakota,Miner,2835,2769,2711,2592,2551,2508,2474,2420,2372,2407
South Dakota,Minnehaha,149068,150775,152062,153740,155648,157778,160630,163577,166320,168482
South Dakota,Moody,6571,6581,6515,6472,6514,6542,6537,6570,6501,6449
South Dakota,Pennington,88872,89953,90677,91117,92560,93099,94394,95895,98128,99845
South Dakota,Perkins,3333,3269,3243,3141,3046,2984,2977,2963,2936,2943
South Dakota,Potter,2679,2592,2555,2554,2516,2444,2413,2351,2285,2283
South Dakota,Roberts,10004,10023,9855,9986,10033,9939,9977,9986,9997,10013
South Dakota,Sanborn,2658,2553,2538,2567,2541,2457,2410,2395,2374,2367
South Dakota,Shannon,12542,12602,12872,12993,12983,13150,13404,13345,13368,13425
South Dakota,Spink,7413,7204,7071,6937,6886,6814,6714,6562,6472,6435
South Dakota,Stanley,2777,2745,2725,2764,2843,2822,2845,2886,2864,2906
South Dakota,Sully,1545,1533,1487,1436,1410,1407,1422,1436,1375,1367
South Dakota,Todd,9065,9157,9233,9260,9452,9484,9505,9631,9559,9521
South Dakota,Tripp,6391,6281,6254,6184,6069,6061,5964,5800,5671,5636
South Dakota,Turner,8845,8742,8576,8577,8532,8436,8382,8407,8379,8317
South Dakota,Union,12564,12577,12711,12863,13002,13119,13388,13672,13825,14127
South Dakota,Walworth,5932,5812,5698,5551,5525,5507,5469,5379,5368,5371
South Dakota,Yankton,21616,21527,21576,21687,21869,21871,21957,22064,22267,22331
South Dakota,Ziebach,2479,2514,2560,2594,2631,2663,2782,2781,2708,2737
Tennessee,Anderson,71357,71461,71515,71608,71587,72040,73117,73580,74397,75031
Tennessee,Bedford,37806,38414,38960,39697,40558,41616,42780,43678,44395,44845
Tennessee,Benton,16537,16673,16572,16531,16517,16515,16435,16490,16431,16424
Tennessee,Bledsoe,12390,12468,12446,12502,12610,12685,12847,13028,13070,12924
Tennessee,Blount,106193,107916,109515,111156,113151,115336,118228,119950,121716,122689
Tennessee,Bradley,88206,88934,89711,90399,91814,93024,94638,96336,97547,98360
Tennessee,Campbell,39880,39802,39824,39957,40371,40397,40475,40480,40672,40790
Tennessee,Cannon,12912,12990,12965,13020,13114,13153,13280,13435,13822,13823
Tennessee,Carroll,29423,29447,29146,29145,29104,28707,28791,28793,28645,28474
Tennessee,Carter,56789,56770,56682,57530,57532,57693,57877,57781,57895,57639
Tennessee,Cheatham,35979,36377,36709,36897,37256,37668,38186,38637,38947,39170
Tennessee,Chester,15549,15856,15900,15672,16225,16355,16491,16622,16840,16864
Tennessee,Claiborne,29930,30095,30099,30511,30830,31206,31481,31729,32006,32056
Tennessee,Clay,7968,7921,7924,7909,7947,7954,7977,7901,7862,7830
Tennessee,Cocke,33595,33618,33920,34234,34393,34644,35001,35272,35666,35811
Tennessee,Coffee,48224,48594,49074,49602,50077,50834,51646,52022,52460,52813
Tennessee,Crockett,14545,14546,14487,14365,14434,14437,14430,14491,14541,14573
Tennessee,Cumberland,47027,47849,48918,49607,50584,51758,53363,54534,55184,55672
Tennessee,Davidson,570439,574119,574215,577231,583013,589787,597597,605031,612649,621008
Tennessee,Decatur,11687,11691,11659,11600,11655,11597,11567,11721,11769,11779
Tennessee,DeKalb,17443,17498,17678,17883,18051,18150,18289,18414,18693,18720
Tennessee,Dickson,43362,43987,44586,45241,45727,46361,47229,48287,48929,49380
Tennessee,Dyer,37325,37156,37166,37332,37520,37882,38043,38077,38149,38254
Tennessee,Fayette,29083,30139,30936,31929,33005,33831,35667,36953,37851,38386
Tennessee,Fentress,16630,16711,16865,16934,16959,17167,17514,17599,17851,17975
Tennessee,Franklin,39298,39577,39889,40084,40359,40531,40877,41151,41093,41141
Tennessee,Gibson,48125,47973,47897,47719,47834,47924,48101,48474,49209,49575
Tennessee,Giles,29460,29613,29479,29320,29382,29454,29515,29494,29705,29695
Tennessee,Grainger,20653,20715,20932,21248,21502,21871,22175,22309,22380,22513
Tennessee,Greene,63081,63622,64070,64614,65364,66369,67153,67840,68328,68744
Tennessee,Grundy,14306,14156,14156,14098,14146,14139,14073,14048,13963,13777
Tennessee,Hamblen,58230,58710,58285,58618,59114,59918,60629,61592,62101,62330
Tennessee,Hamilton,308547,310254,311890,313079,315396,317901,321350,324784,328711,332659
Tennessee,Hancock,6786,6814,6798,6694,6739,6805,6730,6816,6765,6768
Tennessee,Hardeman,28124,28125,28093,27948,27816,27824,27816,27835,27837,27612
Tennessee,Hardin,25571,25737,25758,25657,25514,25710,25863,25983,26059,26045
Tennessee,Hawkins,53669,54032,54302,54739,55029,55539,56030,56380,56698,56856
Tennessee,Haywood,19804,19822,19524,19456,19573,19392,19288,19142,18996,18860
Tennessee,Henderson,25595,25744,25930,26091,26237,26581,27066,27370,27655,27748
Tennessee,Henry,31131,31214,31343,31195,31265,31538,31686,31833,32106,32234
Tennessee,Hickman,22467,22788,23203,23292,23676,23940,24159,24490,24623,24597
Tennessee,Houston,8016,8051,8028,8073,7973,8060,8080,8219,8320,8375
Tennessee,Humphreys,17920,18060,17976,17962,17918,18017,18234,18405,18411,18477
Tennessee,Jackson,11049,11208,11259,11328,11396,11385,11317,11391,11555,11539
Tennessee,Jefferson,44566,45111,45634,46673,47200,47785,49079,50184,51014,51288
Tennessee,Johnson,17547,17709,17780,17966,18007,18153,18059,18212,18220,18203
Tennessee,Knox,382887,385823,389443,394263,398307,404234,411785,419096,425276,429475
Tennessee,Lake,7943,8009,8003,8044,7885,7847,7846,7846,7812,7804
Tennessee,Lauderdale,27108,27359,27417,27439,27318,27402,27548,27703,27840,27860
Tennessee,Lawrence,39940,39994,40524,40547,40596,40794,40773,41072,41272,41487
Tennessee,Lewis,11405,11483,11540,11599,11630,11654,11817,11961,11986,12078
Tennessee,Lincoln,31381,31515,31540,31663,31665,32014,32310,32563,32975,33138
Tennessee,Loudon,39228,40093,40993,41813,42679,43923,45207,46294,47342,47940
Tennessee,McMinn,49148,49711,49934,50257,50441,50999,51610,51912,52284,52332
Tennessee,McNairy,24681,24571,24579,24758,24890,25134,25445,25541,25766,25940
Tennessee,Macon,20472,20830,20781,20917,21148,21254,21556,21693,22017,22110
Tennessee,Madison,92048,92985,93503,93849,94692,95400,96681,97021,97064,97727
Tennessee,Marion,27749,27807,27804,27955,27769,27751,27992,28074,28138,28143
Tennessee,Marshall,26863,27130,27305,27474,27841,28181,28821,29494,30108,30403
Tennessee,Maury,69651,69789,70574,71768,72885,73962,75795,77857,79666,80685
Tennessee,Meigs,11091,11162,11155,11120,11218,11241,11346,11436,11606,11753
Tennessee,Monroe,39130,39371,39889,40438,41291,42163,42955,43735,44437,44341
Tennessee,Montgomery,135536,136801,138098,139322,143761,151122,153054,160642,162144,168866
Tennessee,Moore,5728,5778,5928,5900,5998,6088,6123,6210,6299,6334
Tennessee,Morgan,19801,20161,20352,20634,20759,20959,21156,21601,21734,21832
Tennessee,Obion,32507,32370,32354,32353,32346,32179,31990,31972,31971,31791
Tennessee,Overton,20192,20299,20427,20386,20791,20983,21371,21683,21756,21988
Tennessee,Perry,7613,7478,7530,7617,7595,7594,7620,7692,7794,7851
Tennessee,Pickett,4933,4999,5097,5031,4984,4997,5023,5053,5122,5101
Tennessee,Polk,16132,16361,16268,16355,16285,16386,16539,16599,16759,16730
Tennessee,Putnam,62487,63130,64013,64810,65851,66871,68493,69468,70746,71579
Tennessee,Rhea,28428,28601,28884,29257,29469,29919,30440,30769,31308,31717
Tennessee,Roane,51957,52166,52325,52780,53115,53175,53821,54129,54374,54367
Tennessee,Robertson,54795,55861,56795,57682,58618,59720,61551,63143,64780,65791
Tennessee,Rutherford,183600,189901,196518,203483,211714,221318,233247,243953,252565,259078
Tennessee,Scott,21170,21481,21593,21567,21688,21865,22034,22179,22214,22195
Tennessee,Sequatchie,11318,11470,11740,12062,12422,12819,13282,13650,13904,14137
Tennessee,Sevier,71776,73563,75035,76616,78610,81275,84098,86284,87983,89096
Tennessee,Shelby,898211,899345,902634,906733,909643,913201,920106,921119,920685,922541
Tennessee,Smith,17784,17962,18104,18236,18302,18521,18726,18905,19179,19219
Tennessee,Stewart,12444,12548,12662,12678,12644,12843,12866,12997,13199,13253
Tennessee,Sullivan,152995,152718,153160,153280,152808,153463,154227,155367,156028,156661
Tennessee,Sumner,131207,133681,136097,138153,141103,144124,148941,152949,155999,158819
Tennessee,Tipton,51577,52696,53382,54037,54581,56022,57466,58866,60128,60866
Tennessee,Trousdale,7395,7350,7334,7295,7315,7443,7531,7694,7777,7881
Tennessee,Unicoi,17686,17642,17765,17918,17936,17937,18143,18205,18291,18367
Tennessee,Union,17891,18322,18453,18652,18653,18734,18896,19041,19208,19225
Tennessee,Van Buren,5507,5475,5505,5415,5412,5413,5406,5480,5541,5540
Tennessee,Warren,38371,38566,38500,38828,38864,38987,39190,39365,39534,39709
Tennessee,Washington,107469,107775,109526,110592,111849,113552,115923,117833,120056,121692
Tennessee,Wayne,16819,17075,17078,17036,17010,17006,17033,16991,17004,17048
Tennessee,Weakley,34927,34491,34443,34300,34307,34407,34289,34256,34484,34732
Tennessee,White,23160,23468,23650,23754,24069,24489,24866,25250,25548,25789
Tennessee,Williamson,128134,132536,136953,141876,147439,154099,161902,169534,175498,180332
Tennessee,Wilson,89220,91020,93033,94924,97139,99960,103697,106757,110474,112350
Texas,Anderson,55062,54263,54740,56068,56245,56873,57386,57870,57963,58410
Texas,Andrews,12949,12856,13022,12976,13006,13016,13195,13513,14099,14601
Texas,Angelina,80270,80273,80803,81510,82070,82553,83810,84518,84961,86029
Texas,Aransas,22452,22287,22616,22843,23067,23561,23395,23172,23225,23291
Texas,Archer,8966,8849,8942,9013,9078,9068,9063,9026,9104,9023
Texas,Armstrong,2166,2128,2036,2001,2023,2037,1989,1936,1936,1911
Texas,Atascosa,38805,39828,40767,41306,42109,42495,43059,43611,43947,44623
Texas,Austin,23836,24341,24818,25388,25976,26331,26828,27454,27935,28254
Texas,Bailey,6596,6636,6637,6791,6945,7024,7001,6927,6979,7050
Texas,Bandera,17755,18125,18652,19044,19226,19428,19775,20254,20407,20365
Texas,Bastrop,58234,61106,63508,65825,67122,68233,69720,71348,72389,73587
Texas,Baylor,4135,3930,3897,3941,3955,3877,3870,3905,3747,3726
Texas,Bee,32200,31695,31804,32620,32352,32101,31977,31936,31814,31864
Texas,Bell,239890,244299,249671,252922,258138,266017,273771,287752,297873,301050
Texas,Bexar,1398834,1419020,1446755,1469623,1500919,1529270,1573935,1615210,1651709,1685628
Texas,Blanco,8495,8776,8950,9096,9337,9554,9686,9835,10061,10315
Texas,Borden,715,677,685,666,671,638,634,597,612,618
Texas,Bosque,17218,17338,17474,17647,17871,17990,18046,18077,17939,18004
Texas,Bowie,89156,88942,88813,88839,89055,89239,90235,90456,91349,92231
Texas,Brazoria,243116,248280,255246,261269,268051,274336,284248,293296,301336,309236
Texas,Brazos,153145,155533,159297,163279,166150,169824,175433,179472,185098,191434
Texas,Brewster,8903,8836,8945,9030,9002,8830,8790,8843,8868,9054
Texas,Briscoe,1796,1764,1746,1763,1768,1726,1704,1647,1651,1634
Texas,Brooks,7944,7669,7668,7627,7593,7562,7490,7413,7345,7297
Texas,Brown,37689,37599,37766,37654,37940,38172,38492,38221,38135,38001
Texas,Burleson,16553,16650,16666,16881,16964,17167,17000,16982,17025,17076
Texas,Burnet,34505,35741,36850,37776,38966,39798,41109,42026,42477,42611
Texas,Caldwell,32378,33654,34715,35330,36200,36388,36533,36906,37671,37829
Texas,Calhoun,20676,20762,20550,20575,20692,20715,20839,20888,21127,21388
Texas,Callahan,12885,12703,12799,12913,13156,13281,13309,13418,13474,13548
Texas,Cameron,336123,342368,350194,358492,366299,373429,380169,386306,393000,400303
Texas,Camp,11568,11399,11549,11582,11715,11990,12068,12253,12331,12364
Texas,Carson,6492,6385,6508,6391,6381,6449,6413,6361,6260,6220
Texas,Cass,30412,30134,30120,30065,30053,30088,30095,30176,30217,30297
Texas,Castro,8229,8155,8083,8037,7947,7908,7780,7737,7758,7856
Texas,Chambers,26188,26811,27490,28021,28749,29388,29980,30714,31619,34230
Texas,Cherokee,46790,47007,47136,47832,48315,48751,49162,49669,49976,50447
Texas,Childress,7676,7531,7428,7411,7366,7205,7214,7148,7123,7030
Texas,Clay,11064,11131,11292,11270,11278,11317,11157,11051,10843,10832
Texas,Cochran,3707,3674,3521,3490,3373,3338,3257,3194,3100,3086
Texas,Coke,3844,3810,3732,3678,3559,3540,3492,3375,3348,3310
Texas,Coleman,9180,9103,8937,8827,8817,8739,8853,8774,8899,8867
Texas,Collin,499118,534642,563565,589394,617802,647187,683935,714330,741264,765791
Texas,Collingsworth,3193,3086,3093,3026,3028,2980,2952,2973,3017,3042
Texas,Colorado,20326,20125,20328,20507,20450,20493,20608,20648,20818,20784
Texas,Comal,78583,80630,82797,84837,88119,91018,95637,99540,103272,106350
Texas,Comanche,13998,13710,13582,13526,13646,13746,13814,13775,13834,13912
Texas,Concho,3963,3921,3959,3991,4018,4039,3957,4018,4108,4076
Texas,Cooke,36433,36844,37390,37598,37815,38143,38241,38252,38223,38413
Texas,Coryell,75199,74083,73135,71364,71943,72610,72217,73324,74552,74673
Texas,Cottle,1883,1774,1726,1699,1679,1653,1577,1513,1527,1509
Texas,Crane,3951,3893,3891,3847,3865,3840,3855,3976,4157,4333
Texas,Crockett,4012,3844,3841,3862,3857,3851,3739,3759,3783,3740
Texas,Crosby,7053,6955,6852,6718,6625,6521,6466,6262,6192,6057
Texas,Culberson,2948,2865,2829,2778,2695,2648,2587,2536,2490,2384
Texas,Dallam,6224,6210,6159,6148,6208,6238,6205,6336,6506,6571
Texas,Dallas,2220848,2249418,2250326,2246432,2244020,2250830,2275434,2291891,2314018,2346378
Texas,Dawson,14935,14863,14429,14354,14062,14092,13987,13865,13804,13741
Texas,Deaf Smith,18515,18391,18439,18454,18671,18737,18770,18916,19054,19084
Texas,Delta,5323,5295,5366,5310,5409,5314,5355,5199,5252,5180
Texas,Denton,438791,463688,487617,509732,529811,553669,584561,609001,630104,649702
Texas,DeWitt,19943,20066,20015,20034,20176,20342,20108,19961,19902,20048
Texas,Dickens,2724,2653,2679,2670,2641,2563,2466,2461,2400,2423
Texas,Dimmit,10160,10030,10042,10075,9964,10031,9972,9845,9833,9848
Texas,Donley,3813,3829,3825,3898,3915,3833,3779,3806,3688,3670
Texas,Duval,13007,12830,12707,12570,12539,12426,12298,12097,11945,11917
Texas,Eastland,18296,18061,18252,18333,18442,18533,18545,18636,18520,18497
Texas,Ector,120694,120802,122199,122739,124163,125378,127476,130459,133064,136930
Texas,Edwards,2143,2070,2056,2042,2027,2011,1995,2062,2084,2012
Texas,Ellis,112330,115286,118737,122620,125733,129955,135276,139988,144394,147392
Texas,El Paso,681729,689163,696446,705200,717652,728095,744795,755578,769930,786759
Texas,Erath,33057,33045,33619,34131,34887,35336,36355,36678,37137,37594
Texas,Falls,18522,18280,18090,18086,18066,17990,17945,17712,17698,17762
Texas,Fannin,31334,31400,31808,32380,32692,33221,33540,33644,33870,33865
Texas,Fayette,21864,22397,22668,22910,23107,23342,23631,23898,24347,24470
Texas,Fisher,4340,4257,4242,4191,4118,4135,4098,4080,4065,4014
Texas,Floyd,7734,7452,7289,7364,7130,6983,6855,6683,6528,6508
Texas,Foard,1594,1606,1536,1513,1492,1439,1432,1383,1334,1321
Texas,Fort Bend,358738,375708,397943,418747,441139,462953,490916,516564,542957,569130
Texas,Franklin,9459,9521,9536,9597,9731,10745,10755,10799,10604,10601
Texas,Freestone,17902,18127,18395,18483,18684,18843,19123,19162,19446,19743
Texas,Frio,16203,16315,16467,16477,16532,16618,16720,16776,16939,17120
Texas,Gaines,14473,14451,14453,14747,14978,15331,15707,16187,16641,17163
Texas,Galveston,250675,254521,260096,265269,269760,274806,279182,283770,288643,287428
Texas,Garza,4904,5275,5385,5531,5800,5742,5996,6049,6158,6368
Texas,Gillespie,20902,21104,21585,22128,22454,22858,23487,23787,24206,24608
Texas,Glasscock,1407,1351,1339,1332,1290,1273,1202,1164,1218,1224
Texas,Goliad,7007,7020,7051,7135,7071,7070,7121,7142,7164,7157
Texas,Gonzales,18642,18714,18882,19181,19370,19656,19633,19512,19538,19628
Texas,Gray,22578,22171,21940,21762,21551,21776,22100,22438,22772,22719
Texas,Grayson,110939,112330,113239,114421,114998,115666,117174,118331,118834,120069
Texas,Gregg,111255,111791,112767,113775,114541,115402,117118,118260,119157,121238
Texas,Grimes,23601,24219,24736,25016,25209,25350,25639,26046,26273,26422
Texas,Guadalupe,89841,92626,95246,98137,101495,105585,111878,117667,123398,128265
Texas,Hale,36581,35876,35598,35553,36259,36066,36162,36080,35662,35926
Texas,Hall,3749,3750,3709,3699,3665,3613,3582,3440,3398,3343
Texas,Hamilton,8239,8169,8069,8225,8181,8263,8389,8452,8497,8527
Texas,Hansford,5347,5299,5242,5216,5209,5258,5293,5365,5512,5556
Texas,Hardeman,4718,4609,4547,4534,4474,4417,4409,4296,4187,4086
Texas,Hardin,48162,48463,49045,49472,50220,51141,51470,52446,53206,54228
Texas,Harris,3414239,3471291,3536682,3586133,3630185,3681829,3807435,3863344,3938580,4034866
Texas,Harrison,62040,62256,62062,62018,62583,62811,63699,63661,64107,65185
Texas,Hartley,5561,5601,5364,5789,5800,5794,5911,6047,5820,5970
Texas,Haskell,6062,6034,5915,5883,5851,5904,5817,5802,5839,5862
Texas,Hays,99267,104739,111397,115665,119395,125302,132111,140480,147674,153619
Texas,Hemphill,3335,3327,3357,3362,3410,3480,3523,3538,3680,3802
Texas,Henderson,73332,73762,74712,76349,77807,78001,78404,78178,78033,78231
Texas,Hidalgo,573216,590067,610520,632475,653779,674982,695352,715264,736694,757468
Texas,Hill,32539,32766,33120,33755,34064,34203,34484,34650,34997,35005
Texas,Hockley,22670,22662,22745,22955,22919,23094,22912,22844,22958,23086
Texas,Hood,41323,42425,43344,44448,45411,46470,47952,48870,50112,50841
Texas,Hopkins,31999,32203,32335,32625,33061,33330,33746,34331,34472,34919
Texas,Houston,23135,23122,23257,23336,23578,23500,23551,23641,23635,23660
Texas,Howard,33489,33279,33479,33396,33403,33277,33328,33817,34393,34882
Texas,Hudspeth,3357,3405,3398,3345,3345,3416,3459,3462,3374,3423
Texas,Hunt,76932,78431,80234,80958,82092,82822,83770,84351,84447,85261
Texas,Hutchinson,23778,23247,23116,22773,22478,22209,22176,22138,21851,22184
Texas,Irion,1758,1673,1697,1672,1629,1613,1649,1609,1571,1587
Texas,Jack,8752,8710,8916,8965,9028,9092,9177,9068,9030,9057
Texas,Jackson,14397,14187,14172,14070,14039,14037,13954,13857,13957,14089
Texas,Jasper,35552,35722,35692,35580,35493,35558,34861,35069,35170,35331
Texas,Jeff Davis,2233,2234,2201,2235,2242,2249,2264,2277,2316,2326
Texas,Jefferson,251667,250137,250146,250183,250638,250849,245962,247629,249430,251332
Texas,Jim Hogg,5275,5194,5220,5148,5173,5194,5160,5131,5198,5260
Texas,Jim Wells,39361,39701,39821,40008,40309,40449,40393,40654,40554,40633
Texas,Johnson,127627,130795,133399,136264,138833,140692,142501,145123,148635,150583
Texas,Jones,20754,20294,20293,20355,20298,20232,20242,20102,20131,20093
Texas,Karnes,15403,15340,15178,15119,15109,14967,14985,14900,14867,14805
Texas,Kaufman,72270,75223,77693,81322,84240,87388,91395,95694,99285,101709
Texas,Kendall,23980,24433,24975,25892,26650,27849,29134,30330,31754,32655
Texas,Kenedy,420,421,429,428,440,457,426,415,410,403
Texas,Kent,833,808,815,795,791,784,770,788,787,793
Texas,Kerr,43848,44331,44894,45278,46054,46809,47840,48352,48852,49427
Texas,Kimble,4484,4494,4521,4510,4562,4609,4578,4518,4520,4623
Texas,King,358,313,308,311,316,289,285,284,272,279
Texas,Kinney,3387,3419,3463,3394,3395,3449,3488,3546,3507,3568
Texas,Kleberg,31590,31315,31413,31339,31362,31242,31149,31370,31555,31876
Texas,Knox,4253,4070,4044,4018,3940,3822,3788,3721,3650,3647
Texas,Lamar,48596,48522,48826,49159,49233,49344,49386,49387,49467,49600
Texas,Lamb,14663,14566,14658,14675,14584,14583,14338,14270,14036,13791
Texas,Lampasas,17900,18027,18425,18579,19664,18906,19472,19728,19812,19652
Texas,La Salle,5898,5934,6098,6169,6322,6542,6549,6675,6653,6771
Texas,Lavaca,19190,18958,19101,19152,19130,19185,19181,19238,19185,19226
Texas,Lee,15701,16008,16131,16234,16220,16330,16348,16421,16550,16565
Texas,Leon,15395,15452,15718,15795,15837,16104,16334,16390,16832,16862
Texas,Liberty,70576,71679,73280,73734,74285,74303,74269,74515,74915,75041
Texas,Limestone,22053,22159,22486,22721,22942,22919,23093,23090,23065,23173
Texas,Lipscomb,3025,2948,3033,3097,3028,3057,3115,3178,3183,3326
Texas,Live Oak,12233,12071,11955,11768,11689,11631,11559,11528,11479,11410
Texas,Llano,17077,17499,17872,18153,18220,18425,18502,18935,19034,19175
Texas,Loving,65,66,75,72,55,70,75,79,61,77
Texas,Lubbock,243109,246616,249407,253388,255669,257779,261761,265215,268197,274252
Texas,Lynn,6489,6444,6421,6232,6172,6178,6192,5989,5932,5927
Texas,McCulloch,8175,8034,7927,8033,8164,8117,8183,8105,8203,8365
Texas,McLennan,213967,215099,216571,218744,221353,222794,224452,226741,229037,231679
Texas,McMullen,843,819,795,801,735,789,765,773,736,699
Texas,Madison,12967,13680,12797,12989,13146,13136,13264,13353,13340,13483
Texas,Marion,10950,11077,11032,11120,11004,10980,10992,10951,10748,10669
Texas,Martin,4720,4697,4654,4553,4398,4447,4443,4494,4558,4710
Texas,Mason,3734,3743,3725,3762,3811,3813,3862,3897,3876,3982
Texas,Matagorda,37873,37804,37662,37695,37388,37132,36743,36452,36708,36579
Texas,Maverick,47343,47594,48408,49123,49627,50140,50951,51367,52190,53434
Texas,Medina,39484,40053,40707,41549,42363,42977,43936,44577,45131,45605
Texas,Menard,2342,2321,2340,2311,2265,2212,2199,2176,2217,2227
Texas,Midland,115560,116180,117717,119164,120746,122516,125844,128954,132502,136238
Texas,Milam,24290,24445,24981,24917,25136,25017,25082,24946,25065,24864
Texas,Mills,5107,4983,4973,4885,4880,4957,4854,4871,4876,4877
Texas,Mitchell,9628,9576,9420,9366,9280,9322,9279,9339,9285,9399
Texas,Montague,19166,19196,19170,19388,19444,19551,19781,19822,19882,19768
Texas,Montgomery,297296,311437,326466,341499,357607,372541,392497,411416,429818,445836
Texas,Moore,20121,20281,20155,20223,20389,20312,20558,20469,20917,21575
Texas,Morris,13027,13179,13170,13139,12983,13012,13168,13251,13092,12954
Texas,Motley,1435,1340,1311,1319,1270,1257,1236,1228,1197,1200
Texas,Nacogdoches,59224,59541,59422,59816,60427,60939,61750,62274,62957,64012
Texas,Navarro,45202,45577,45937,46078,46545,46854,47338,47272,47408,47584
Texas,Newton,15038,15023,14945,14938,14560,14625,14349,14335,14393,14446
Texas,Nolan,15947,15503,15194,15148,15013,14745,14740,14750,15093,15128
Texas,Nueces,313673,313670,316256,317632,321879,325515,329113,330512,333526,338220
Texas,Ochiltree,8988,9134,9106,8981,9149,9384,9557,9812,9962,10225
Texas,Oldham,2186,2132,2069,2072,2039,2010,2010,1992,2004,2040
Texas,Orange,84930,84108,83813,83553,83580,83500,81687,82255,82612,81586
Texas,Palo Pinto,27074,27128,27144,27294,27276,27511,27859,27679,27916,28071
Texas,Panola,22764,22773,22953,23021,22892,23140,23456,23351,23537,23678
Texas,Parker,89159,91660,94092,97041,99320,101891,105387,109408,112911,115802
Texas,Parmer,9991,9842,10032,10155,10168,10099,10035,10075,9994,10082
Texas,Pecos,16667,16284,16084,15709,15554,15385,15403,15321,15251,15490
Texas,Polk,41539,42945,43928,44779,45315,45472,45495,45727,45794,45537
Texas,Potter,113762,114307,115427,117067,117682,118771,119780,119537,119740,120118
Texas,Presidio,7355,7409,7534,7583,7561,7719,7638,7712,7683,7593
Texas,Rains,9196,9664,9985,10290,10446,10589,10830,10994,11022,10956
Texas,Randall,104609,105399,106286,107607,109441,111113,112464,114782,116518,119084
Texas,Reagan,3290,3230,3189,3130,3161,3143,3160,3260,3339,3377
Texas,Real,3067,3020,3020,3123,3138,3154,3264,3308,3241,3274
Texas,Red River,14297,14156,13914,13703,13584,13444,13237,13072,12922,12835
Texas,Reeves,13115,13022,13017,12910,12721,12675,12747,13039,13211,13550
Texas,Refugio,7827,7765,7665,7563,7630,7601,7548,7414,7430,7410
Texas,Roberts,884,880,862,825,841,855,849,887,904,929
Texas,Robertson,16062,16132,16053,16074,16260,16509,16581,16546,16535,16604
Texas,Rockwall,43755,46697,50078,53397,56477,60349,66117,70851,73929,76654
Texas,Runnels,11458,11148,11002,10815,10774,10842,10587,10506,10444,10392
Texas,Rusk,47456,47837,48244,48540,49160,49703,50415,51278,52195,52799
Texas,Sabine,10388,10435,10477,10482,10498,10445,10583,10541,10565,10721
Texas,San Augustine,8959,8860,8985,9034,9085,9060,9128,9048,9039,8938
Texas,San Jacinto,22549,22897,23415,24100,24756,25014,25151,25719,25889,26086
Texas,San Patricio,67333,66690,66820,66440,66990,67232,67022,66723,66417,65751
Texas,San Saba,6268,6181,6042,5981,6045,5982,5985,5985,5965,6026
Texas,Schleicher,2929,3016,3036,2958,2991,3071,3085,3198,3255,3311
Texas,Scurry,16251,15838,15982,15931,16118,16085,16232,16431,16478,16806
Texas,Shackelford,3297,3334,3388,3349,3290,3286,3287,3357,3314,3362
Texas,Shelby,25212,25171,25155,25407,25212,25299,25324,25433,25381,25520
Texas,Sherman,3181,3131,3164,3113,3045,2970,2946,2969,3035,3018
Texas,Smith,175658,177836,181107,184254,187300,191362,196124,199953,203263,207111
Texas,Somervell,6940,7017,7229,7400,7502,7629,7853,7996,8233,8415
Texas,Starr,53733,54294,55412,56704,57857,58284,59050,59529,59763,60384
