location,year,state,state_code,county,candidate,party,candidate_votes,total_votes,Location
"Kentucky, Greenup",2016,Kentucky,KY,Greenup,Hillary Clinton,democrat,4146.0,16277,"Kentucky, Greenup"
"Kentucky, Greenup",2016,Kentucky,KY,Greenup,Donald Trump,republican,11546.0,16277,"Kentucky, Greenup"
"Kentucky, Hancock",2016,Kentucky,KY,Hancock,Hillary Clinton,democrat,1244.0,4295,"Kentucky, Hancock"
"Kentucky, Hancock",2016,Kentucky,KY,Hancock,Donald Trump,republican,2788.0,4295,"Kentucky, Hancock"
"Kentucky, Hardin",2016,Kentucky,KY,Hardin,Hillary Clinton,democrat,13944.0,43156,"Kentucky, Hardin"
"Kentucky, Hardin",2016,Kentucky,KY,Hardin,Donald Trump,republican,26971.0,43156,"Kentucky, Hardin"
"Kentucky, Harlan",2016,Kentucky,KY,Harlan,Hillary Clinton,democrat,1372.0,10757,"Kentucky, Harlan"
"Kentucky, Harlan",2016,Kentucky,KY,Harlan,Donald Trump,republican,9129.0,10757,"Kentucky, Harlan"
"Kentucky, Harrison",2016,Kentucky,KY,Harrison,Hillary Clinton,democrat,2031.0,7781,"Kentucky, Harrison"
"Kentucky, Harrison",2016,Kentucky,KY,Harrison,Donald Trump,republican,5435.0,7781,"Kentucky, Harrison"
"Kentucky, Hart",2016,Kentucky,KY,Hart,Hillary Clinton,democrat,1730.0,7264,"Kentucky, Hart"
"Kentucky, Hart",2016,Kentucky,KY,Hart,Donald Trump,republican,5320.0,7264,"Kentucky, Hart"
"Kentucky, Henderson",2016,Kentucky,KY,Henderson,Hillary Clinton,democrat,6707.0,19710,"Kentucky, Henderson"
"Kentucky, Henderson",2016,Kentucky,KY,Henderson,Donald Trump,republican,12159.0,19710,"Kentucky, Henderson"
"Kentucky, Henry",2016,Kentucky,KY,Henry,Hillary Clinton,democrat,1828.0,7149,"Kentucky, Henry"
"Kentucky, Henry",2016,Kentucky,KY,Henry,Donald Trump,republican,4944.0,7149,"Kentucky, Henry"
"Kentucky, Hickman",2016,Kentucky,KY,Hickman,Hillary Clinton,democrat,449.0,2157,"Kentucky, Hickman"
"Kentucky, Hickman",2016,Kentucky,KY,Hickman,Donald Trump,republican,1657.0,2157,"Kentucky, Hickman"
"Kentucky, Hopkins",2016,Kentucky,KY,Hopkins,Hillary Clinton,democrat,4310.0,20345,"Kentucky, Hopkins"
"Kentucky, Hopkins",2016,Kentucky,KY,Hopkins,Donald Trump,republican,15277.0,20345,"Kentucky, Hopkins"
"Kentucky, Jackson",2016,Kentucky,KY,Jackson,Hillary Clinton,democrat,482.0,5501,"Kentucky, Jackson"
"Kentucky, Jackson",2016,Kentucky,KY,Jackson,Donald Trump,republican,4889.0,5501,"Kentucky, Jackson"
"Kentucky, Jefferson",2016,Kentucky,KY,Jefferson,Hillary Clinton,democrat,190836.0,353099,"Kentucky, Jefferson"
"Kentucky, Jefferson",2016,Kentucky,KY,Jefferson,Donald Trump,republican,143768.0,353099,"Kentucky, Jefferson"
"Kentucky, Jessamine",2016,Kentucky,KY,Jessamine,Hillary Clinton,democrat,6144.0,23326,"Kentucky, Jessamine"
"Kentucky, Jessamine",2016,Kentucky,KY,Jessamine,Donald Trump,republican,15474.0,23326,"Kentucky, Jessamine"
"Kentucky, Johnson",2016,Kentucky,KY,Johnson,Hillary Clinton,democrat,1250.0,9572,"Kentucky, Johnson"
"Kentucky, Johnson",2016,Kentucky,KY,Johnson,Donald Trump,republican,8043.0,9572,"Kentucky, Johnson"
"Kentucky, Kenton",2016,Kentucky,KY,Kenton,Hillary Clinton,democrat,24214.0,71998,"Kentucky, Kenton"
"Kentucky, Kenton",2016,Kentucky,KY,Kenton,Donald Trump,republican,42958.0,71998,"Kentucky, Kenton"
"Kentucky, Knott",2016,Kentucky,KY,Knott,Hillary Clinton,democrat,1245.0,5763,"Kentucky, Knott"
"Kentucky, Knott",2016,Kentucky,KY,Knott,Donald Trump,republican,4357.0,5763,"Kentucky, Knott"
"Kentucky, Knox",2016,Kentucky,KY,Knox,Hillary Clinton,democrat,1761.0,12012,"Kentucky, Knox"
"Kentucky, Knox",2016,Kentucky,KY,Knox,Donald Trump,republican,9885.0,12012,"Kentucky, Knox"
"Kentucky, Larue",2016,Kentucky,KY,Larue,Hillary Clinton,democrat,1278.0,6367,"Kentucky, Larue"
"Kentucky, Larue",2016,Kentucky,KY,Larue,Donald Trump,republican,4799.0,6367,"Kentucky, Larue"
"Kentucky, Laurel",2016,Kentucky,KY,Laurel,Hillary Clinton,democrat,3440.0,24833,"Kentucky, Laurel"
"Kentucky, Laurel",2016,Kentucky,KY,Laurel,Donald Trump,republican,20592.0,24833,"Kentucky, Laurel"
"Kentucky, Lawrence",2016,Kentucky,KY,Lawrence,Hillary Clinton,democrat,1045.0,6042,"Kentucky, Lawrence"
"Kentucky, Lawrence",2016,Kentucky,KY,Lawrence,Donald Trump,republican,4816.0,6042,"Kentucky, Lawrence"
"Kentucky, Lee",2016,Kentucky,KY,Lee,Hillary Clinton,democrat,444.0,2667,"Kentucky, Lee"
"Kentucky, Lee",2016,Kentucky,KY,Lee,Donald Trump,republican,2151.0,2667,"Kentucky, Lee"
"Kentucky, Leslie",2016,Kentucky,KY,Leslie,Hillary Clinton,democrat,400.0,4492,"Kentucky, Leslie"
"Kentucky, Leslie",2016,Kentucky,KY,Leslie,Donald Trump,republican,4015.0,4492,"Kentucky, Leslie"
"Kentucky, Letcher",2016,Kentucky,KY,Letcher,Hillary Clinton,democrat,1542.0,9134,"Kentucky, Letcher"
"Kentucky, Letcher",2016,Kentucky,KY,Letcher,Donald Trump,republican,7293.0,9134,"Kentucky, Letcher"
"Kentucky, Lewis",2016,Kentucky,KY,Lewis,Hillary Clinton,democrat,785.0,5298,"Kentucky, Lewis"
"Kentucky, Lewis",2016,Kentucky,KY,Lewis,Donald Trump,republican,4363.0,5298,"Kentucky, Lewis"
"Kentucky, Lincoln",2016,Kentucky,KY,Lincoln,Hillary Clinton,democrat,1865.0,9561,"Kentucky, Lincoln"
"Kentucky, Lincoln",2016,Kentucky,KY,Lincoln,Donald Trump,republican,7338.0,9561,"Kentucky, Lincoln"
"Kentucky, Livingston",2016,Kentucky,KY,Livingston,Hillary Clinton,democrat,887.0,4645,"Kentucky, Livingston"
"Kentucky, Livingston",2016,Kentucky,KY,Livingston,Donald Trump,republican,3570.0,4645,"Kentucky, Livingston"
"Kentucky, Logan",2016,Kentucky,KY,Logan,Hillary Clinton,democrat,2755.0,10899,"Kentucky, Logan"
"Kentucky, Logan",2016,Kentucky,KY,Logan,Donald Trump,republican,7778.0,10899,"Kentucky, Logan"
"Kentucky, Lyon",2016,Kentucky,KY,Lyon,Hillary Clinton,democrat,1045.0,3962,"Kentucky, Lyon"
"Kentucky, Lyon",2016,Kentucky,KY,Lyon,Donald Trump,republican,2789.0,3962,"Kentucky, Lyon"
"Kentucky, Madison",2016,Kentucky,KY,Madison,Hillary Clinton,democrat,11793.0,37371,"Kentucky, Madison"
"Kentucky, Madison",2016,Kentucky,KY,Madison,Donald Trump,republican,23431.0,37371,"Kentucky, Madison"
"Kentucky, Magoffin",2016,Kentucky,KY,Magoffin,Hillary Clinton,democrat,1172.0,5116,"Kentucky, Magoffin"
"Kentucky, Magoffin",2016,Kentucky,KY,Magoffin,Donald Trump,republican,3824.0,5116,"Kentucky, Magoffin"
"Kentucky, Marion",2016,Kentucky,KY,Marion,Hillary Clinton,democrat,2679.0,8111,"Kentucky, Marion"
"Kentucky, Marion",2016,Kentucky,KY,Marion,Donald Trump,republican,5122.0,8111,"Kentucky, Marion"
"Kentucky, Marshall",2016,Kentucky,KY,Marshall,Hillary Clinton,democrat,3672.0,16698,"Kentucky, Marshall"
"Kentucky, Marshall",2016,Kentucky,KY,Marshall,Donald Trump,republican,12322.0,16698,"Kentucky, Marshall"
"Kentucky, Martin",2016,Kentucky,KY,Martin,Hillary Clinton,democrat,363.0,3953,"Kentucky, Martin"
"Kentucky, Martin",2016,Kentucky,KY,Martin,Donald Trump,republican,3503.0,3953,"Kentucky, Martin"
"Kentucky, Mason",2016,Kentucky,KY,Mason,Hillary Clinton,democrat,1970.0,7219,"Kentucky, Mason"
"Kentucky, Mason",2016,Kentucky,KY,Mason,Donald Trump,republican,4944.0,7219,"Kentucky, Mason"
"Kentucky, McCracken",2016,Kentucky,KY,McCracken,Hillary Clinton,democrat,9134.0,31307,"Kentucky, McCracken"
"Kentucky, McCracken",2016,Kentucky,KY,McCracken,Donald Trump,republican,20774.0,31307,"Kentucky, McCracken"
"Kentucky, McCreary",2016,Kentucky,KY,McCreary,Hillary Clinton,democrat,664.0,5776,"Kentucky, McCreary"
"Kentucky, McCreary",2016,Kentucky,KY,McCreary,Donald Trump,republican,5012.0,5776,"Kentucky, McCreary"
"Kentucky, McLean",2016,Kentucky,KY,McLean,Hillary Clinton,democrat,988.0,4566,"Kentucky, McLean"
"Kentucky, McLean",2016,Kentucky,KY,McLean,Donald Trump,republican,3381.0,4566,"Kentucky, McLean"
"Kentucky, Meade",2016,Kentucky,KY,Meade,Hillary Clinton,democrat,3026.0,12231,"Kentucky, Meade"
"Kentucky, Meade",2016,Kentucky,KY,Meade,Donald Trump,republican,8660.0,12231,"Kentucky, Meade"
"Kentucky, Menifee",2016,Kentucky,KY,Menifee,Hillary Clinton,democrat,700.0,2779,"Kentucky, Menifee"
"Kentucky, Menifee",2016,Kentucky,KY,Menifee,Donald Trump,republican,2010.0,2779,"Kentucky, Menifee"
"Kentucky, Mercer",2016,Kentucky,KY,Mercer,Hillary Clinton,democrat,2395.0,10585,"Kentucky, Mercer"
"Kentucky, Mercer",2016,Kentucky,KY,Mercer,Donald Trump,republican,7740.0,10585,"Kentucky, Mercer"
"Kentucky, Metcalfe",2016,Kentucky,KY,Metcalfe,Hillary Clinton,democrat,976.0,4620,"Kentucky, Metcalfe"
"Kentucky, Metcalfe",2016,Kentucky,KY,Metcalfe,Donald Trump,republican,3491.0,4620,"Kentucky, Metcalfe"
"Kentucky, Monroe",2016,Kentucky,KY,Monroe,Hillary Clinton,democrat,601.0,4991,"Kentucky, Monroe"
"Kentucky, Monroe",2016,Kentucky,KY,Monroe,Donald Trump,republican,4278.0,4991,"Kentucky, Monroe"
"Kentucky, Montgomery",2016,Kentucky,KY,Montgomery,Hillary Clinton,democrat,3158.0,11452,"Kentucky, Montgomery"
"Kentucky, Montgomery",2016,Kentucky,KY,Montgomery,Donald Trump,republican,7856.0,11452,"Kentucky, Montgomery"
"Kentucky, Morgan",2016,Kentucky,KY,Morgan,Hillary Clinton,democrat,1006.0,4775,"Kentucky, Morgan"
"Kentucky, Morgan",2016,Kentucky,KY,Morgan,Donald Trump,republican,3628.0,4775,"Kentucky, Morgan"
"Kentucky, Muhlenberg",2016,Kentucky,KY,Muhlenberg,Hillary Clinton,democrat,3272.0,13060,"Kentucky, Muhlenberg"
"Kentucky, Muhlenberg",2016,Kentucky,KY,Muhlenberg,Donald Trump,republican,9393.0,13060,"Kentucky, Muhlenberg"
"Kentucky, Nelson",2016,Kentucky,KY,Nelson,Hillary Clinton,democrat,6434.0,20802,"Kentucky, Nelson"
"Kentucky, Nelson",2016,Kentucky,KY,Nelson,Donald Trump,republican,13431.0,20802,"Kentucky, Nelson"
"Kentucky, Nicholas",2016,Kentucky,KY,Nicholas,Hillary Clinton,democrat,787.0,2841,"Kentucky, Nicholas"
"Kentucky, Nicholas",2016,Kentucky,KY,Nicholas,Donald Trump,republican,1957.0,2841,"Kentucky, Nicholas"
"Kentucky, Ohio",2016,Kentucky,KY,Ohio,Hillary Clinton,democrat,2080.0,10398,"Kentucky, Ohio"
"Kentucky, Ohio",2016,Kentucky,KY,Ohio,Donald Trump,republican,7942.0,10398,"Kentucky, Ohio"
"Kentucky, Oldham",2016,Kentucky,KY,Oldham,Hillary Clinton,democrat,10268.0,32853,"Kentucky, Oldham"
"Kentucky, Oldham",2016,Kentucky,KY,Oldham,Donald Trump,republican,20469.0,32853,"Kentucky, Oldham"
"Kentucky, Owen",2016,Kentucky,KY,Owen,Hillary Clinton,democrat,1062.0,5001,"Kentucky, Owen"
"Kentucky, Owen",2016,Kentucky,KY,Owen,Donald Trump,republican,3745.0,5001,"Kentucky, Owen"
"Kentucky, Owsley",2016,Kentucky,KY,Owsley,Hillary Clinton,democrat,256.0,1759,"Kentucky, Owsley"
"Kentucky, Owsley",2016,Kentucky,KY,Owsley,Donald Trump,republican,1474.0,1759,"Kentucky, Owsley"
"Kentucky, Pendleton",2016,Kentucky,KY,Pendleton,Hillary Clinton,democrat,1164.0,6007,"Kentucky, Pendleton"
"Kentucky, Pendleton",2016,Kentucky,KY,Pendleton,Donald Trump,republican,4604.0,6007,"Kentucky, Pendleton"
"Kentucky, Perry",2016,Kentucky,KY,Perry,Hillary Clinton,democrat,2136.0,10572,"Kentucky, Perry"
"Kentucky, Perry",2016,Kentucky,KY,Perry,Donald Trump,republican,8158.0,10572,"Kentucky, Perry"
"Kentucky, Pike",2016,Kentucky,KY,Pike,Hillary Clinton,democrat,4280.0,24665,"Kentucky, Pike"
"Kentucky, Pike",2016,Kentucky,KY,Pike,Donald Trump,republican,19747.0,24665,"Kentucky, Pike"
"Kentucky, Powell",2016,Kentucky,KY,Powell,Hillary Clinton,democrat,1272.0,4957,"Kentucky, Powell"
"Kentucky, Powell",2016,Kentucky,KY,Powell,Donald Trump,republican,3513.0,4957,"Kentucky, Powell"
"Kentucky, Pulaski",2016,Kentucky,KY,Pulaski,Hillary Clinton,democrat,4208.0,28041,"Kentucky, Pulaski"
"Kentucky, Pulaski",2016,Kentucky,KY,Pulaski,Donald Trump,republican,22902.0,28041,"Kentucky, Pulaski"
"Kentucky, Robertson",2016,Kentucky,KY,Robertson,Hillary Clinton,democrat,222.0,1013,"Kentucky, Robertson"
"Kentucky, Robertson",2016,Kentucky,KY,Robertson,Donald Trump,republican,759.0,1013,"Kentucky, Robertson"
"Kentucky, Rockcastle",2016,Kentucky,KY,Rockcastle,Hillary Clinton,democrat,915.0,6691,"Kentucky, Rockcastle"
"Kentucky, Rockcastle",2016,Kentucky,KY,Rockcastle,Donald Trump,republican,5609.0,6691,"Kentucky, Rockcastle"
"Kentucky, Rowan",2016,Kentucky,KY,Rowan,Hillary Clinton,democrat,3295.0,8848,"Kentucky, Rowan"
"Kentucky, Rowan",2016,Kentucky,KY,Rowan,Donald Trump,republican,5174.0,8848,"Kentucky, Rowan"
"Kentucky, Russell",2016,Kentucky,KY,Russell,Hillary Clinton,democrat,1093.0,8174,"Kentucky, Russell"
"Kentucky, Russell",2016,Kentucky,KY,Russell,Donald Trump,republican,6863.0,8174,"Kentucky, Russell"
"Kentucky, Scott",2016,Kentucky,KY,Scott,Hillary Clinton,democrat,7715.0,24200,"Kentucky, Scott"
"Kentucky, Scott",2016,Kentucky,KY,Scott,Donald Trump,republican,15052.0,24200,"Kentucky, Scott"
"Kentucky, Shelby",2016,Kentucky,KY,Shelby,Hillary Clinton,democrat,6276.0,20580,"Kentucky, Shelby"
"Kentucky, Shelby",2016,Kentucky,KY,Shelby,Donald Trump,republican,13196.0,20580,"Kentucky, Shelby"
"Kentucky, Simpson",2016,Kentucky,KY,Simpson,Hillary Clinton,democrat,2144.0,7531,"Kentucky, Simpson"
"Kentucky, Simpson",2016,Kentucky,KY,Simpson,Donald Trump,republican,5077.0,7531,"Kentucky, Simpson"
"Kentucky, Spencer",2016,Kentucky,KY,Spencer,Hillary Clinton,democrat,1921.0,9515,"Kentucky, Spencer"
"Kentucky, Spencer",2016,Kentucky,KY,Spencer,Donald Trump,republican,7196.0,9515,"Kentucky, Spencer"
"Kentucky, Taylor",2016,Kentucky,KY,Taylor,Hillary Clinton,democrat,2553.0,11306,"Kentucky, Taylor"
"Kentucky, Taylor",2016,Kentucky,KY,Taylor,Donald Trump,republican,8320.0,11306,"Kentucky, Taylor"
"Kentucky, Todd",2016,Kentucky,KY,Todd,Hillary Clinton,democrat,1042.0,4779,"Kentucky, Todd"
"Kentucky, Todd",2016,Kentucky,KY,Todd,Donald Trump,republican,3612.0,4779,"Kentucky, Todd"
"Kentucky, Trigg",2016,Kentucky,KY,Trigg,Hillary Clinton,democrat,1587.0,6751,"Kentucky, Trigg"
"Kentucky, Trigg",2016,Kentucky,KY,Trigg,Donald Trump,republican,4931.0,6751,"Kentucky, Trigg"
"Kentucky, Trimble",2016,Kentucky,KY,Trimble,Hillary Clinton,democrat,879.0,3798,"Kentucky, Trimble"
"Kentucky, Trimble",2016,Kentucky,KY,Trimble,Donald Trump,republican,2771.0,3798,"Kentucky, Trimble"
"Kentucky, Union",2016,Kentucky,KY,Union,Hillary Clinton,democrat,1331.0,6211,"Kentucky, Union"
"Kentucky, Union",2016,Kentucky,KY,Union,Donald Trump,republican,4701.0,6211,"Kentucky, Union"
"Kentucky, Warren",2016,Kentucky,KY,Warren,Hillary Clinton,democrat,16966.0,48454,"Kentucky, Warren"
"Kentucky, Warren",2016,Kentucky,KY,Warren,Donald Trump,republican,28673.0,48454,"Kentucky, Warren"
"Kentucky, Washington",2016,Kentucky,KY,Washington,Hillary Clinton,democrat,1420.0,5636,"Kentucky, Washington"
"Kentucky, Washington",2016,Kentucky,KY,Washington,Donald Trump,republican,4013.0,5636,"Kentucky, Washington"
"Kentucky, Wayne",2016,Kentucky,KY,Wayne,Hillary Clinton,democrat,1431.0,7992,"Kentucky, Wayne"
"Kentucky, Wayne",2016,Kentucky,KY,Wayne,Donald Trump,republican,6371.0,7992,"Kentucky, Wayne"
"Kentucky, Webster",2016,Kentucky,KY,Webster,Hillary Clinton,democrat,1240.0,5805,"Kentucky, Webster"
"Kentucky, Webster",2016,Kentucky,KY,Webster,Donald Trump,republican,4397.0,5805,"Kentucky, Webster"
"Kentucky, Whitley",2016,Kentucky,KY,Whitley,Hillary Clinton,democrat,2067.0,13774,"Kentucky, Whitley"
"Kentucky, Whitley",2016,Kentucky,KY,Whitley,Donald Trump,republican,11312.0,13774,"Kentucky, Whitley"
"Kentucky, Wolfe",2016,Kentucky,KY,Wolfe,Hillary Clinton,democrat,753.0,2635,"Kentucky, Wolfe"
"Kentucky, Wolfe",2016,Kentucky,KY,Wolfe,Donald Trump,republican,1804.0,2635,"Kentucky, Wolfe"
"Kentucky, Woodford",2016,Kentucky,KY,Woodford,Hillary Clinton,democrat,4958.0,13563,"Kentucky, Woodford"
"Kentucky, Woodford",2016,Kentucky,KY,Woodford,Donald Trump,republican,7697.0,13563,"Kentucky, Woodford"
"Maine, Androscoggin",2016,Maine,ME,Androscoggin,Hillary Clinton,democrat,23009.0,55601,"Maine, Androscoggin"
"Maine, Androscoggin",2016,Maine,ME,Androscoggin,Donald Trump,republican,28227.0,55601,"Maine, Androscoggin"
"Maine, Aroostook",2016,Maine,ME,Aroostook,Hillary Clinton,democrat,13386.0,35097,"Maine, Aroostook"
"Maine, Aroostook",2016,Maine,ME,Aroostook,Donald Trump,republican,19419.0,35097,"Maine, Aroostook"
"Maine, Cumberland",2016,Maine,ME,Cumberland,Hillary Clinton,democrat,102981.0,171818,"Maine, Cumberland"
"Maine, Cumberland",2016,Maine,ME,Cumberland,Donald Trump,republican,57709.0,171818,"Maine, Cumberland"
"Maine, Franklin",2016,Maine,ME,Franklin,Hillary Clinton,democrat,7016.0,16488,"Maine, Franklin"
"Maine, Franklin",2016,Maine,ME,Franklin,Donald Trump,republican,7918.0,16488,"Maine, Franklin"
"Maine, Hancock",2016,Maine,ME,Hancock,Hillary Clinton,democrat,16117.0,32130,"Maine, Hancock"
"Maine, Hancock",2016,Maine,ME,Hancock,Donald Trump,republican,13705.0,32130,"Maine, Hancock"
"Maine, Kennebec",2016,Maine,ME,Kennebec,Hillary Clinton,democrat,29302.0,66208,"Maine, Kennebec"
"Maine, Kennebec",2016,Maine,ME,Kennebec,Donald Trump,republican,31675.0,66208,"Maine, Kennebec"
"Maine, Knox",2016,Maine,ME,Knox,Hillary Clinton,democrat,12443.0,23147,"Maine, Knox"
"Maine, Knox",2016,Maine,ME,Knox,Donald Trump,republican,9148.0,23147,"Maine, Knox"
"Maine, Lincoln",2016,Maine,ME,Lincoln,Hillary Clinton,democrat,10241.0,21503,"Maine, Lincoln"
"Maine, Lincoln",2016,Maine,ME,Lincoln,Donald Trump,republican,9727.0,21503,"Maine, Lincoln"
"Maine, Oxford",2016,Maine,ME,Oxford,Hillary Clinton,democrat,12172.0,31201,"Maine, Oxford"
"Maine, Oxford",2016,Maine,ME,Oxford,Donald Trump,republican,16210.0,31201,"Maine, Oxford"
"Maine, Penobscot",2016,Maine,ME,Penobscot,Hillary Clinton,democrat,32838.0,80540,"Maine, Penobscot"
"Maine, Penobscot",2016,Maine,ME,Penobscot,Donald Trump,republican,41622.0,80540,"Maine, Penobscot"
"Maine, Piscataquis",2016,Maine,ME,Piscataquis,Hillary Clinton,democrat,3098.0,9182,"Maine, Piscataquis"
"Maine, Piscataquis",2016,Maine,ME,Piscataquis,Donald Trump,republican,5406.0,9182,"Maine, Piscataquis"
"Maine, Sagadahoc",2016,Maine,ME,Sagadahoc,Hillary Clinton,democrat,10664.0,21616,"Maine, Sagadahoc"
"Maine, Sagadahoc",2016,Maine,ME,Sagadahoc,Donald Trump,republican,9304.0,21616,"Maine, Sagadahoc"
"Maine, Somerset",2016,Maine,ME,Somerset,Hillary Clinton,democrat,9092.0,26064,"Maine, Somerset"
"Maine, Somerset",2016,Maine,ME,Somerset,Donald Trump,republican,15001.0,26064,"Maine, Somerset"
"Maine, Waldo",2016,Maine,ME,Waldo,Hillary Clinton,democrat,10440.0,22707,"Maine, Waldo"
"Maine, Waldo",2016,Maine,ME,Waldo,Donald Trump,republican,10378.0,22707,"Maine, Waldo"
"Maine, Washington",2016,Maine,ME,Washington,Hillary Clinton,democrat,6075.0,16365,"Maine, Washington"
"Maine, Washington",2016,Maine,ME,Washington,Donald Trump,republican,9093.0,16365,"Maine, Washington"
"Maine, York",2016,Maine,ME,York,Hillary Clinton,democrat,55844.0,114274,"Maine, York"
"Maine, York",2016,Maine,ME,York,Donald Trump,republican,50403.0,114274,"Maine, York"
"Maryland, Allegany",2016,Maryland,MD,Allegany,Hillary Clinton,democrat,7875.0,30654,"Maryland, Allegany"
"Maryland, Allegany",2016,Maryland,MD,Allegany,Donald Trump,republican,21270.0,30654,"Maryland, Allegany"
"Maryland, Anne Arundel",2016,Maryland,MD,Anne Arundel,Hillary Clinton,democrat,128419.0,270081,"Maryland, Anne Arundel"
"Maryland, Anne Arundel",2016,Maryland,MD,Anne Arundel,Donald Trump,republican,122403.0,270081,"Maryland, Anne Arundel"
"Maryland, Baltimore",2016,Maryland,MD,Baltimore,Hillary Clinton,democrat,218412.0,390682,"Maryland, Baltimore"
"Maryland, Baltimore",2016,Maryland,MD,Baltimore,Donald Trump,republican,149477.0,390682,"Maryland, Baltimore"
"Maryland, Calvert",2016,Maryland,MD,Calvert,Hillary Clinton,democrat,18225.0,47408,"Maryland, Calvert"
"Maryland, Calvert",2016,Maryland,MD,Calvert,Donald Trump,republican,26176.0,47408,"Maryland, Calvert"
"Maryland, Caroline",2016,Maryland,MD,Caroline,Hillary Clinton,democrat,4009.0,14113,"Maryland, Caroline"
"Maryland, Caroline",2016,Maryland,MD,Caroline,Donald Trump,republican,9368.0,14113,"Maryland, Caroline"
"Maryland, Carroll",2016,Maryland,MD,Carroll,Hillary Clinton,democrat,26567.0,91848,"Maryland, Carroll"
"Maryland, Carroll",2016,Maryland,MD,Carroll,Donald Trump,republican,58215.0,91848,"Maryland, Carroll"
"Maryland, Cecil",2016,Maryland,MD,Cecil,Hillary Clinton,democrat,13650.0,45269,"Maryland, Cecil"
"Maryland, Cecil",2016,Maryland,MD,Cecil,Donald Trump,republican,28868.0,45269,"Maryland, Cecil"
"Maryland, Charles",2016,Maryland,MD,Charles,Hillary Clinton,democrat,49341.0,78303,"Maryland, Charles"
"Maryland, Charles",2016,Maryland,MD,Charles,Donald Trump,republican,25614.0,78303,"Maryland, Charles"
"Maryland, Dorchester",2016,Maryland,MD,Dorchester,Hillary Clinton,democrat,6245.0,15225,"Maryland, Dorchester"
"Maryland, Dorchester",2016,Maryland,MD,Dorchester,Donald Trump,republican,8413.0,15225,"Maryland, Dorchester"
"Maryland, Frederick",2016,Maryland,MD,Frederick,Hillary Clinton,democrat,56522.0,125677,"Maryland, Frederick"
"Maryland, Frederick",2016,Maryland,MD,Frederick,Donald Trump,republican,59522.0,125677,"Maryland, Frederick"
"Maryland, Garrett",2016,Maryland,MD,Garrett,Hillary Clinton,democrat,2567.0,14011,"Maryland, Garrett"
"Maryland, Garrett",2016,Maryland,MD,Garrett,Donald Trump,republican,10776.0,14011,"Maryland, Garrett"
"Maryland, Harford",2016,Maryland,MD,Harford,Hillary Clinton,democrat,47077.0,133672,"Maryland, Harford"
"Maryland, Harford",2016,Maryland,MD,Harford,Donald Trump,republican,77860.0,133672,"Maryland, Harford"
"Maryland, Howard",2016,Maryland,MD,Howard,Hillary Clinton,democrat,102597.0,162193,"Maryland, Howard"
"Maryland, Howard",2016,Maryland,MD,Howard,Donald Trump,republican,47484.0,162193,"Maryland, Howard"
"Maryland, Kent",2016,Maryland,MD,Kent,Hillary Clinton,democrat,4575.0,10021,"Maryland, Kent"
"Maryland, Kent",2016,Maryland,MD,Kent,Donald Trump,republican,4876.0,10021,"Maryland, Kent"
"Maryland, Montgomery",2016,Maryland,MD,Montgomery,Hillary Clinton,democrat,357837.0,478873,"Maryland, Montgomery"
"Maryland, Montgomery",2016,Maryland,MD,Montgomery,Donald Trump,republican,92704.0,478873,"Maryland, Montgomery"
"Maryland, Prince George's",2016,Maryland,MD,Prince George's,Hillary Clinton,democrat,344049.0,390385,"Maryland, Prince George's"
"Maryland, Prince George's",2016,Maryland,MD,Prince George's,Donald Trump,republican,32811.0,390385,"Maryland, Prince George's"
"Maryland, Queen Anne's",2016,Maryland,MD,Queen Anne's,Hillary Clinton,democrat,7973.0,26523,"Maryland, Queen Anne's"
"Maryland, Queen Anne's",2016,Maryland,MD,Queen Anne's,Donald Trump,republican,16993.0,26523,"Maryland, Queen Anne's"
"Maryland, Somerset",2016,Maryland,MD,Somerset,Hillary Clinton,democrat,4196.0,9900,"Maryland, Somerset"
"Maryland, Somerset",2016,Maryland,MD,Somerset,Donald Trump,republican,5341.0,9900,"Maryland, Somerset"
