location,year,state,state_code,county,candidate,party,candidate_votes,total_votes,Location
"Oregon, Baker",2016,Oregon,OR,Baker,Donald Trump,republican,6218.0,8779,"Oregon, Baker"
"Oregon, Benton",2016,Oregon,OR,Benton,Hillary Clinton,democrat,29193.0,48753,"Oregon, Benton"
"Oregon, Benton",2016,Oregon,OR,Benton,Donald Trump,republican,13445.0,48753,"Oregon, Benton"
"Oregon, Clackamas",2016,Oregon,OR,Clackamas,Hillary Clinton,democrat,102095.0,214039,"Oregon, Clackamas"
"Oregon, Clackamas",2016,Oregon,OR,Clackamas,Donald Trump,republican,88392.0,214039,"Oregon, Clackamas"
"Oregon, Clatsop",2016,Oregon,OR,Clatsop,Hillary Clinton,democrat,9252.0,19664,"Oregon, Clatsop"
"Oregon, Clatsop",2016,Oregon,OR,Clatsop,Donald Trump,republican,8138.0,19664,"Oregon, Clatsop"
"Oregon, Columbia",2016,Oregon,OR,Columbia,Hillary Clinton,democrat,10167.0,26618,"Oregon, Columbia"
"Oregon, Columbia",2016,Oregon,OR,Columbia,Donald Trump,republican,13217.0,26618,"Oregon, Columbia"
"Oregon, Coos",2016,Oregon,OR,Coos,Hillary Clinton,democrat,10448.0,31313,"Oregon, Coos"
"Oregon, Coos",2016,Oregon,OR,Coos,Donald Trump,republican,17865.0,31313,"Oregon, Coos"
"Oregon, Crook",2016,Oregon,OR,Crook,Hillary Clinton,democrat,2637.0,12172,"Oregon, Crook"
"Oregon, Crook",2016,Oregon,OR,Crook,Donald Trump,republican,8511.0,12172,"Oregon, Crook"
"Oregon, Curry",2016,Oregon,OR,Curry,Hillary Clinton,democrat,4300.0,12611,"Oregon, Curry"
"Oregon, Curry",2016,Oregon,OR,Curry,Donald Trump,republican,7212.0,12611,"Oregon, Curry"
"Oregon, Deschutes",2016,Oregon,OR,Deschutes,Hillary Clinton,democrat,42444.0,98557,"Oregon, Deschutes"
"Oregon, Deschutes",2016,Oregon,OR,Deschutes,Donald Trump,republican,45692.0,98557,"Oregon, Deschutes"
"Oregon, Douglas",2016,Oregon,OR,Douglas,Hillary Clinton,democrat,14096.0,53521,"Oregon, Douglas"
"Oregon, Douglas",2016,Oregon,OR,Douglas,Donald Trump,republican,34582.0,53521,"Oregon, Douglas"
"Oregon, Gilliam",2016,Oregon,OR,Gilliam,Hillary Clinton,democrat,239.0,1019,"Oregon, Gilliam"
"Oregon, Gilliam",2016,Oregon,OR,Gilliam,Donald Trump,republican,671.0,1019,"Oregon, Gilliam"
"Oregon, Grant",2016,Oregon,OR,Grant,Hillary Clinton,democrat,739.0,4340,"Oregon, Grant"
"Oregon, Grant",2016,Oregon,OR,Grant,Donald Trump,republican,3210.0,4340,"Oregon, Grant"
"Oregon, Harney",2016,Oregon,OR,Harney,Hillary Clinton,democrat,683.0,3974,"Oregon, Harney"
"Oregon, Harney",2016,Oregon,OR,Harney,Donald Trump,republican,2912.0,3974,"Oregon, Harney"
"Oregon, Hood River",2016,Oregon,OR,Hood River,Hillary Clinton,democrat,6510.0,10910,"Oregon, Hood River"
"Oregon, Hood River",2016,Oregon,OR,Hood River,Donald Trump,republican,3272.0,10910,"Oregon, Hood River"
"Oregon, Jackson",2016,Oregon,OR,Jackson,Hillary Clinton,democrat,44447.0,109327,"Oregon, Jackson"
"Oregon, Jackson",2016,Oregon,OR,Jackson,Donald Trump,republican,53870.0,109327,"Oregon, Jackson"
"Oregon, Jefferson",2016,Oregon,OR,Jefferson,Hillary Clinton,democrat,2980.0,9459,"Oregon, Jefferson"
"Oregon, Jefferson",2016,Oregon,OR,Jefferson,Donald Trump,republican,5483.0,9459,"Oregon, Jefferson"
"Oregon, Josephine",2016,Oregon,OR,Josephine,Hillary Clinton,democrat,13453.0,44560,"Oregon, Josephine"
"Oregon, Josephine",2016,Oregon,OR,Josephine,Donald Trump,republican,26923.0,44560,"Oregon, Josephine"
"Oregon, Klamath",2016,Oregon,OR,Klamath,Hillary Clinton,democrat,7210.0,30507,"Oregon, Klamath"
"Oregon, Klamath",2016,Oregon,OR,Klamath,Donald Trump,republican,20435.0,30507,"Oregon, Klamath"
"Oregon, Lake",2016,Oregon,OR,Lake,Hillary Clinton,democrat,639.0,3930,"Oregon, Lake"
"Oregon, Lake",2016,Oregon,OR,Lake,Donald Trump,republican,3022.0,3930,"Oregon, Lake"
"Oregon, Lane",2016,Oregon,OR,Lane,Hillary Clinton,democrat,102753.0,191950,"Oregon, Lane"
"Oregon, Lane",2016,Oregon,OR,Lane,Donald Trump,republican,67141.0,191950,"Oregon, Lane"
"Oregon, Lincoln",2016,Oregon,OR,Lincoln,Hillary Clinton,democrat,12501.0,25256,"Oregon, Lincoln"
"Oregon, Lincoln",2016,Oregon,OR,Lincoln,Donald Trump,republican,10039.0,25256,"Oregon, Lincoln"
"Oregon, Linn",2016,Oregon,OR,Linn,Hillary Clinton,democrat,17995.0,58719,"Oregon, Linn"
"Oregon, Linn",2016,Oregon,OR,Linn,Donald Trump,republican,33488.0,58719,"Oregon, Linn"
"Oregon, Malheur",2016,Oregon,OR,Malheur,Hillary Clinton,democrat,2246.0,10435,"Oregon, Malheur"
"Oregon, Malheur",2016,Oregon,OR,Malheur,Donald Trump,republican,7194.0,10435,"Oregon, Malheur"
"Oregon, Marion",2016,Oregon,OR,Marion,Hillary Clinton,democrat,57788.0,136840,"Oregon, Marion"
"Oregon, Marion",2016,Oregon,OR,Marion,Donald Trump,republican,63377.0,136840,"Oregon, Marion"
"Oregon, Morrow",2016,Oregon,OR,Morrow,Hillary Clinton,democrat,1017.0,4167,"Oregon, Morrow"
"Oregon, Morrow",2016,Oregon,OR,Morrow,Donald Trump,republican,2721.0,4167,"Oregon, Morrow"
"Oregon, Multnomah",2016,Oregon,OR,Multnomah,Hillary Clinton,democrat,292561.0,399103,"Oregon, Multnomah"
"Oregon, Multnomah",2016,Oregon,OR,Multnomah,Donald Trump,republican,67954.0,399103,"Oregon, Multnomah"
"Oregon, Polk",2016,Oregon,OR,Polk,Hillary Clinton,democrat,16420.0,40295,"Oregon, Polk"
"Oregon, Polk",2016,Oregon,OR,Polk,Donald Trump,republican,18940.0,40295,"Oregon, Polk"
"Oregon, Sherman",2016,Oregon,OR,Sherman,Hillary Clinton,democrat,202.0,1017,"Oregon, Sherman"
"Oregon, Sherman",2016,Oregon,OR,Sherman,Donald Trump,republican,732.0,1017,"Oregon, Sherman"
"Oregon, Tillamook",2016,Oregon,OR,Tillamook,Hillary Clinton,democrat,5768.0,13803,"Oregon, Tillamook"
"Oregon, Tillamook",2016,Oregon,OR,Tillamook,Donald Trump,republican,6538.0,13803,"Oregon, Tillamook"
"Oregon, Umatilla",2016,Oregon,OR,Umatilla,Hillary Clinton,democrat,7673.0,27597,"Oregon, Umatilla"
"Oregon, Umatilla",2016,Oregon,OR,Umatilla,Donald Trump,republican,17059.0,27597,"Oregon, Umatilla"
"Oregon, Union",2016,Oregon,OR,Union,Hillary Clinton,democrat,3249.0,12968,"Oregon, Union"
"Oregon, Union",2016,Oregon,OR,Union,Donald Trump,republican,8431.0,12968,"Oregon, Union"
"Oregon, Wallowa",2016,Oregon,OR,Wallowa,Hillary Clinton,democrat,1116.0,4366,"Oregon, Wallowa"
"Oregon, Wallowa",2016,Oregon,OR,Wallowa,Donald Trump,republican,2848.0,4366,"Oregon, Wallowa"
"Oregon, Wasco",2016,Oregon,OR,Wasco,Hillary Clinton,democrat,4781.0,11964,"Oregon, Wasco"
"Oregon, Wasco",2016,Oregon,OR,Wasco,Donald Trump,republican,5833.0,11964,"Oregon, Wasco"
"Oregon, Washington",2016,Oregon,OR,Washington,Hillary Clinton,democrat,153251.0,269232,"Oregon, Washington"
"Oregon, Washington",2016,Oregon,OR,Washington,Donald Trump,republican,83197.0,269232,"Oregon, Washington"
"Oregon, Wheeler",2016,Oregon,OR,Wheeler,Hillary Clinton,democrat,155.0,818,"Oregon, Wheeler"
"Oregon, Wheeler",2016,Oregon,OR,Wheeler,Donald Trump,republican,591.0,818,"Oregon, Wheeler"
"Oregon, Yamhill",2016,Oregon,OR,Yamhill,Hillary Clinton,democrat,19301.0,48753,"Oregon, Yamhill"
"Oregon, Yamhill",2016,Oregon,OR,Yamhill,Donald Trump,republican,23250.0,48753,"Oregon, Yamhill"
"Pennsylvania, Adams",2016,Pennsylvania,PA,Adams,Hillary Clinton,democrat,14219.0,47489,"Pennsylvania, Adams"
"Pennsylvania, Adams",2016,Pennsylvania,PA,Adams,Donald Trump,republican,31423.0,47489,"Pennsylvania, Adams"
"Pennsylvania, Allegheny",2016,Pennsylvania,PA,Allegheny,Hillary Clinton,democrat,367617.0,650114,"Pennsylvania, Allegheny"
"Pennsylvania, Allegheny",2016,Pennsylvania,PA,Allegheny,Donald Trump,republican,259480.0,650114,"Pennsylvania, Allegheny"
"Pennsylvania, Armstrong",2016,Pennsylvania,PA,Armstrong,Hillary Clinton,democrat,7178.0,31618,"Pennsylvania, Armstrong"
"Pennsylvania, Armstrong",2016,Pennsylvania,PA,Armstrong,Donald Trump,republican,23484.0,31618,"Pennsylvania, Armstrong"
"Pennsylvania, Beaver",2016,Pennsylvania,PA,Beaver,Hillary Clinton,democrat,32531.0,83571,"Pennsylvania, Beaver"
"Pennsylvania, Beaver",2016,Pennsylvania,PA,Beaver,Donald Trump,republican,48167.0,83571,"Pennsylvania, Beaver"
"Pennsylvania, Bedford",2016,Pennsylvania,PA,Bedford,Hillary Clinton,democrat,3645.0,23637,"Pennsylvania, Bedford"
"Pennsylvania, Bedford",2016,Pennsylvania,PA,Bedford,Donald Trump,republican,19552.0,23637,"Pennsylvania, Bedford"
"Pennsylvania, Berks",2016,Pennsylvania,PA,Berks,Hillary Clinton,democrat,78437.0,183065,"Pennsylvania, Berks"
"Pennsylvania, Berks",2016,Pennsylvania,PA,Berks,Donald Trump,republican,96626.0,183065,"Pennsylvania, Berks"
"Pennsylvania, Blair",2016,Pennsylvania,PA,Blair,Hillary Clinton,democrat,13958.0,54909,"Pennsylvania, Blair"
"Pennsylvania, Blair",2016,Pennsylvania,PA,Blair,Donald Trump,republican,39135.0,54909,"Pennsylvania, Blair"
"Pennsylvania, Bradford",2016,Pennsylvania,PA,Bradford,Hillary Clinton,democrat,6369.0,25708,"Pennsylvania, Bradford"
"Pennsylvania, Bradford",2016,Pennsylvania,PA,Bradford,Donald Trump,republican,18141.0,25708,"Pennsylvania, Bradford"
"Pennsylvania, Bucks",2016,Pennsylvania,PA,Bucks,Hillary Clinton,democrat,167060.0,344297,"Pennsylvania, Bucks"
"Pennsylvania, Bucks",2016,Pennsylvania,PA,Bucks,Donald Trump,republican,164361.0,344297,"Pennsylvania, Bucks"
"Pennsylvania, Butler",2016,Pennsylvania,PA,Butler,Hillary Clinton,democrat,28584.0,97071,"Pennsylvania, Butler"
"Pennsylvania, Butler",2016,Pennsylvania,PA,Butler,Donald Trump,republican,64428.0,97071,"Pennsylvania, Butler"
"Pennsylvania, Cambria",2016,Pennsylvania,PA,Cambria,Hillary Clinton,democrat,18867.0,63072,"Pennsylvania, Cambria"
"Pennsylvania, Cambria",2016,Pennsylvania,PA,Cambria,Donald Trump,republican,42258.0,63072,"Pennsylvania, Cambria"
"Pennsylvania, Cameron",2016,Pennsylvania,PA,Cameron,Hillary Clinton,democrat,531.0,2186,"Pennsylvania, Cameron"
"Pennsylvania, Cameron",2016,Pennsylvania,PA,Cameron,Donald Trump,republican,1589.0,2186,"Pennsylvania, Cameron"
"Pennsylvania, Carbon",2016,Pennsylvania,PA,Carbon,Hillary Clinton,democrat,8936.0,28776,"Pennsylvania, Carbon"
"Pennsylvania, Carbon",2016,Pennsylvania,PA,Carbon,Donald Trump,republican,18743.0,28776,"Pennsylvania, Carbon"
"Pennsylvania, Centre",2016,Pennsylvania,PA,Centre,Hillary Clinton,democrat,37088.0,76148,"Pennsylvania, Centre"
"Pennsylvania, Centre",2016,Pennsylvania,PA,Centre,Donald Trump,republican,35274.0,76148,"Pennsylvania, Centre"
"Pennsylvania, Chester",2016,Pennsylvania,PA,Chester,Hillary Clinton,democrat,141682.0,268800,"Pennsylvania, Chester"
"Pennsylvania, Chester",2016,Pennsylvania,PA,Chester,Donald Trump,republican,116114.0,268800,"Pennsylvania, Chester"
"Pennsylvania, Clarion",2016,Pennsylvania,PA,Clarion,Hillary Clinton,democrat,4273.0,17535,"Pennsylvania, Clarion"
"Pennsylvania, Clarion",2016,Pennsylvania,PA,Clarion,Donald Trump,republican,12576.0,17535,"Pennsylvania, Clarion"
"Pennsylvania, Clearfield",2016,Pennsylvania,PA,Clearfield,Hillary Clinton,democrat,8200.0,34271,"Pennsylvania, Clearfield"
"Pennsylvania, Clearfield",2016,Pennsylvania,PA,Clearfield,Donald Trump,republican,24932.0,34271,"Pennsylvania, Clearfield"
"Pennsylvania, Clinton",2016,Pennsylvania,PA,Clinton,Hillary Clinton,democrat,4744.0,15394,"Pennsylvania, Clinton"
"Pennsylvania, Clinton",2016,Pennsylvania,PA,Clinton,Donald Trump,republican,10022.0,15394,"Pennsylvania, Clinton"
"Pennsylvania, Columbia",2016,Pennsylvania,PA,Columbia,Hillary Clinton,democrat,8934.0,28228,"Pennsylvania, Columbia"
"Pennsylvania, Columbia",2016,Pennsylvania,PA,Columbia,Donald Trump,republican,18004.0,28228,"Pennsylvania, Columbia"
"Pennsylvania, Crawford",2016,Pennsylvania,PA,Crawford,Hillary Clinton,democrat,10971.0,37492,"Pennsylvania, Crawford"
"Pennsylvania, Crawford",2016,Pennsylvania,PA,Crawford,Donald Trump,republican,24987.0,37492,"Pennsylvania, Crawford"
"Pennsylvania, Cumberland",2016,Pennsylvania,PA,Cumberland,Hillary Clinton,democrat,47085.0,121617,"Pennsylvania, Cumberland"
"Pennsylvania, Cumberland",2016,Pennsylvania,PA,Cumberland,Donald Trump,republican,69076.0,121617,"Pennsylvania, Cumberland"
"Pennsylvania, Dauphin",2016,Pennsylvania,PA,Dauphin,Hillary Clinton,democrat,64706.0,130872,"Pennsylvania, Dauphin"
"Pennsylvania, Dauphin",2016,Pennsylvania,PA,Dauphin,Donald Trump,republican,60863.0,130872,"Pennsylvania, Dauphin"
"Pennsylvania, Delaware",2016,Pennsylvania,PA,Delaware,Hillary Clinton,democrat,177402.0,297634,"Pennsylvania, Delaware"
"Pennsylvania, Delaware",2016,Pennsylvania,PA,Delaware,Donald Trump,republican,110667.0,297634,"Pennsylvania, Delaware"
"Pennsylvania, Elk",2016,Pennsylvania,PA,Elk,Hillary Clinton,democrat,3853.0,14426,"Pennsylvania, Elk"
"Pennsylvania, Elk",2016,Pennsylvania,PA,Elk,Donald Trump,republican,10025.0,14426,"Pennsylvania, Elk"
"Pennsylvania, Erie",2016,Pennsylvania,PA,Erie,Hillary Clinton,democrat,58112.0,123679,"Pennsylvania, Erie"
"Pennsylvania, Erie",2016,Pennsylvania,PA,Erie,Donald Trump,republican,60069.0,123679,"Pennsylvania, Erie"
"Pennsylvania, Fayette",2016,Pennsylvania,PA,Fayette,Hillary Clinton,democrat,17946.0,53767,"Pennsylvania, Fayette"
"Pennsylvania, Fayette",2016,Pennsylvania,PA,Fayette,Donald Trump,republican,34590.0,53767,"Pennsylvania, Fayette"
"Pennsylvania, Forest",2016,Pennsylvania,PA,Forest,Hillary Clinton,democrat,626.0,2401,"Pennsylvania, Forest"
"Pennsylvania, Forest",2016,Pennsylvania,PA,Forest,Donald Trump,republican,1683.0,2401,"Pennsylvania, Forest"
"Pennsylvania, Franklin",2016,Pennsylvania,PA,Franklin,Hillary Clinton,democrat,17465.0,69731,"Pennsylvania, Franklin"
"Pennsylvania, Franklin",2016,Pennsylvania,PA,Franklin,Donald Trump,republican,49768.0,69731,"Pennsylvania, Franklin"
"Pennsylvania, Fulton",2016,Pennsylvania,PA,Fulton,Hillary Clinton,democrat,912.0,6771,"Pennsylvania, Fulton"
"Pennsylvania, Fulton",2016,Pennsylvania,PA,Fulton,Donald Trump,republican,5694.0,6771,"Pennsylvania, Fulton"
"Pennsylvania, Greene",2016,Pennsylvania,PA,Greene,Hillary Clinton,democrat,4482.0,15764,"Pennsylvania, Greene"
"Pennsylvania, Greene",2016,Pennsylvania,PA,Greene,Donald Trump,republican,10849.0,15764,"Pennsylvania, Greene"
"Pennsylvania, Huntingdon",2016,Pennsylvania,PA,Huntingdon,Hillary Clinton,democrat,4539.0,19706,"Pennsylvania, Huntingdon"
"Pennsylvania, Huntingdon",2016,Pennsylvania,PA,Huntingdon,Donald Trump,republican,14494.0,19706,"Pennsylvania, Huntingdon"
"Pennsylvania, Indiana",2016,Pennsylvania,PA,Indiana,Hillary Clinton,democrat,11528.0,37770,"Pennsylvania, Indiana"
"Pennsylvania, Indiana",2016,Pennsylvania,PA,Indiana,Donald Trump,republican,24888.0,37770,"Pennsylvania, Indiana"
"Pennsylvania, Jefferson",2016,Pennsylvania,PA,Jefferson,Hillary Clinton,democrat,3650.0,19478,"Pennsylvania, Jefferson"
"Pennsylvania, Jefferson",2016,Pennsylvania,PA,Jefferson,Donald Trump,republican,15192.0,19478,"Pennsylvania, Jefferson"
"Pennsylvania, Juniata",2016,Pennsylvania,PA,Juniata,Hillary Clinton,democrat,1821.0,10454,"Pennsylvania, Juniata"
"Pennsylvania, Juniata",2016,Pennsylvania,PA,Juniata,Donald Trump,republican,8273.0,10454,"Pennsylvania, Juniata"
"Pennsylvania, Lackawanna",2016,Pennsylvania,PA,Lackawanna,Hillary Clinton,democrat,51983.0,103456,"Pennsylvania, Lackawanna"
"Pennsylvania, Lackawanna",2016,Pennsylvania,PA,Lackawanna,Donald Trump,republican,48384.0,103456,"Pennsylvania, Lackawanna"
"Pennsylvania, Lancaster",2016,Pennsylvania,PA,Lancaster,Hillary Clinton,democrat,91093.0,241112,"Pennsylvania, Lancaster"
"Pennsylvania, Lancaster",2016,Pennsylvania,PA,Lancaster,Donald Trump,republican,137914.0,241112,"Pennsylvania, Lancaster"
"Pennsylvania, Lawrence",2016,Pennsylvania,PA,Lawrence,Hillary Clinton,democrat,14009.0,40753,"Pennsylvania, Lawrence"
"Pennsylvania, Lawrence",2016,Pennsylvania,PA,Lawrence,Donald Trump,republican,25428.0,40753,"Pennsylvania, Lawrence"
"Pennsylvania, Lebanon",2016,Pennsylvania,PA,Lebanon,Hillary Clinton,democrat,18953.0,61845,"Pennsylvania, Lebanon"
"Pennsylvania, Lebanon",2016,Pennsylvania,PA,Lebanon,Donald Trump,republican,40525.0,61845,"Pennsylvania, Lebanon"
"Pennsylvania, Lehigh",2016,Pennsylvania,PA,Lehigh,Hillary Clinton,democrat,81324.0,160993,"Pennsylvania, Lehigh"
"Pennsylvania, Lehigh",2016,Pennsylvania,PA,Lehigh,Donald Trump,republican,73690.0,160993,"Pennsylvania, Lehigh"
"Pennsylvania, Luzerne",2016,Pennsylvania,PA,Luzerne,Hillary Clinton,democrat,52451.0,134983,"Pennsylvania, Luzerne"
"Pennsylvania, Luzerne",2016,Pennsylvania,PA,Luzerne,Donald Trump,republican,78688.0,134983,"Pennsylvania, Luzerne"
"Pennsylvania, Lycoming",2016,Pennsylvania,PA,Lycoming,Hillary Clinton,democrat,13020.0,50565,"Pennsylvania, Lycoming"
"Pennsylvania, Lycoming",2016,Pennsylvania,PA,Lycoming,Donald Trump,republican,35627.0,50565,"Pennsylvania, Lycoming"
"Pennsylvania, McKean",2016,Pennsylvania,PA,McKean,Hillary Clinton,democrat,4025.0,16296,"Pennsylvania, McKean"
"Pennsylvania, McKean",2016,Pennsylvania,PA,McKean,Donald Trump,republican,11635.0,16296,"Pennsylvania, McKean"
"Pennsylvania, Mercer",2016,Pennsylvania,PA,Mercer,Hillary Clinton,democrat,18733.0,52309,"Pennsylvania, Mercer"
"Pennsylvania, Mercer",2016,Pennsylvania,PA,Mercer,Donald Trump,republican,31544.0,52309,"Pennsylvania, Mercer"
"Pennsylvania, Mifflin",2016,Pennsylvania,PA,Mifflin,Hillary Clinton,democrat,3877.0,18601,"Pennsylvania, Mifflin"
"Pennsylvania, Mifflin",2016,Pennsylvania,PA,Mifflin,Donald Trump,republican,14094.0,18601,"Pennsylvania, Mifflin"
"Pennsylvania, Monroe",2016,Pennsylvania,PA,Monroe,Hillary Clinton,democrat,33918.0,69752,"Pennsylvania, Monroe"
"Pennsylvania, Monroe",2016,Pennsylvania,PA,Monroe,Donald Trump,republican,33386.0,69752,"Pennsylvania, Monroe"
"Pennsylvania, Montgomery",2016,Pennsylvania,PA,Montgomery,Hillary Clinton,democrat,256082.0,434687,"Pennsylvania, Montgomery"
"Pennsylvania, Montgomery",2016,Pennsylvania,PA,Montgomery,Donald Trump,republican,162731.0,434687,"Pennsylvania, Montgomery"
"Pennsylvania, Montour",2016,Pennsylvania,PA,Montour,Hillary Clinton,democrat,2857.0,8556,"Pennsylvania, Montour"
"Pennsylvania, Montour",2016,Pennsylvania,PA,Montour,Donald Trump,republican,5288.0,8556,"Pennsylvania, Montour"
"Pennsylvania, Northampton",2016,Pennsylvania,PA,Northampton,Hillary Clinton,democrat,66272.0,143519,"Pennsylvania, Northampton"
"Pennsylvania, Northampton",2016,Pennsylvania,PA,Northampton,Donald Trump,republican,71736.0,143519,"Pennsylvania, Northampton"
"Pennsylvania, Northumberland",2016,Pennsylvania,PA,Northumberland,Hillary Clinton,democrat,9788.0,36622,"Pennsylvania, Northumberland"
"Pennsylvania, Northumberland",2016,Pennsylvania,PA,Northumberland,Donald Trump,republican,25427.0,36622,"Pennsylvania, Northumberland"
"Pennsylvania, Perry",2016,Pennsylvania,PA,Perry,Hillary Clinton,democrat,4632.0,21158,"Pennsylvania, Perry"
"Pennsylvania, Perry",2016,Pennsylvania,PA,Perry,Donald Trump,republican,15616.0,21158,"Pennsylvania, Perry"
"Pennsylvania, Philadelphia",2016,Pennsylvania,PA,Philadelphia,Hillary Clinton,democrat,584025.0,707631,"Pennsylvania, Philadelphia"
"Pennsylvania, Philadelphia",2016,Pennsylvania,PA,Philadelphia,Donald Trump,republican,108748.0,707631,"Pennsylvania, Philadelphia"
"Pennsylvania, Pike",2016,Pennsylvania,PA,Pike,Hillary Clinton,democrat,9256.0,26101,"Pennsylvania, Pike"
"Pennsylvania, Pike",2016,Pennsylvania,PA,Pike,Donald Trump,republican,16056.0,26101,"Pennsylvania, Pike"
"Pennsylvania, Potter",2016,Pennsylvania,PA,Potter,Hillary Clinton,democrat,1302.0,7784,"Pennsylvania, Potter"
"Pennsylvania, Potter",2016,Pennsylvania,PA,Potter,Donald Trump,republican,6251.0,7784,"Pennsylvania, Potter"
"Pennsylvania, Schuylkill",2016,Pennsylvania,PA,Schuylkill,Hillary Clinton,democrat,16770.0,62869,"Pennsylvania, Schuylkill"
"Pennsylvania, Schuylkill",2016,Pennsylvania,PA,Schuylkill,Donald Trump,republican,44001.0,62869,"Pennsylvania, Schuylkill"
"Pennsylvania, Snyder",2016,Pennsylvania,PA,Snyder,Hillary Clinton,democrat,4002.0,16363,"Pennsylvania, Snyder"
"Pennsylvania, Snyder",2016,Pennsylvania,PA,Snyder,Donald Trump,republican,11725.0,16363,"Pennsylvania, Snyder"
"Pennsylvania, Somerset",2016,Pennsylvania,PA,Somerset,Hillary Clinton,democrat,7376.0,35773,"Pennsylvania, Somerset"
"Pennsylvania, Somerset",2016,Pennsylvania,PA,Somerset,Donald Trump,republican,27379.0,35773,"Pennsylvania, Somerset"
"Pennsylvania, Sullivan",2016,Pennsylvania,PA,Sullivan,Hillary Clinton,democrat,750.0,3136,"Pennsylvania, Sullivan"
"Pennsylvania, Sullivan",2016,Pennsylvania,PA,Sullivan,Donald Trump,republican,2291.0,3136,"Pennsylvania, Sullivan"
"Pennsylvania, Susquehanna",2016,Pennsylvania,PA,Susquehanna,Hillary Clinton,democrat,5123.0,18863,"Pennsylvania, Susquehanna"
"Pennsylvania, Susquehanna",2016,Pennsylvania,PA,Susquehanna,Donald Trump,republican,12891.0,18863,"Pennsylvania, Susquehanna"
"Pennsylvania, Tioga",2016,Pennsylvania,PA,Tioga,Hillary Clinton,democrat,3901.0,18325,"Pennsylvania, Tioga"
"Pennsylvania, Tioga",2016,Pennsylvania,PA,Tioga,Donald Trump,republican,13614.0,18325,"Pennsylvania, Tioga"
"Pennsylvania, Union",2016,Pennsylvania,PA,Union,Hillary Clinton,democrat,6180.0,17468,"Pennsylvania, Union"
"Pennsylvania, Union",2016,Pennsylvania,PA,Union,Donald Trump,republican,10622.0,17468,"Pennsylvania, Union"
"Pennsylvania, Venango",2016,Pennsylvania,PA,Venango,Hillary Clinton,democrat,6309.0,23348,"Pennsylvania, Venango"
"Pennsylvania, Venango",2016,Pennsylvania,PA,Venango,Donald Trump,republican,16021.0,23348,"Pennsylvania, Venango"
"Pennsylvania, Warren",2016,Pennsylvania,PA,Warren,Hillary Clinton,democrat,5145.0,18434,"Pennsylvania, Warren"
"Pennsylvania, Warren",2016,Pennsylvania,PA,Warren,Donald Trump,republican,12477.0,18434,"Pennsylvania, Warren"
"Pennsylvania, Washington",2016,Pennsylvania,PA,Washington,Hillary Clinton,democrat,36322.0,101450,"Pennsylvania, Washington"
"Pennsylvania, Washington",2016,Pennsylvania,PA,Washington,Donald Trump,republican,61386.0,101450,"Pennsylvania, Washington"
"Pennsylvania, Wayne",2016,Pennsylvania,PA,Wayne,Hillary Clinton,democrat,7008.0,24018,"Pennsylvania, Wayne"
"Pennsylvania, Wayne",2016,Pennsylvania,PA,Wayne,Donald Trump,republican,16244.0,24018,"Pennsylvania, Wayne"
"Pennsylvania, Westmoreland",2016,Pennsylvania,PA,Westmoreland,Hillary Clinton,democrat,59669.0,182051,"Pennsylvania, Westmoreland"
"Pennsylvania, Westmoreland",2016,Pennsylvania,PA,Westmoreland,Donald Trump,republican,116522.0,182051,"Pennsylvania, Westmoreland"
"Pennsylvania, Wyoming",2016,Pennsylvania,PA,Wyoming,Hillary Clinton,democrat,3811.0,13144,"Pennsylvania, Wyoming"
"Pennsylvania, Wyoming",2016,Pennsylvania,PA,Wyoming,Donald Trump,republican,8837.0,13144,"Pennsylvania, Wyoming"
"Pennsylvania, York",2016,Pennsylvania,PA,York,Hillary Clinton,democrat,68524.0,205986,"Pennsylvania, York"
"Pennsylvania, York",2016,Pennsylvania,PA,York,Donald Trump,republican,128528.0,205986,"Pennsylvania, York"
"Rhode Island, Bristol",2016,Rhode Island,RI,Bristol,Hillary Clinton,democrat,14609.0,25475,"Rhode Island, Bristol"
"Rhode Island, Bristol",2016,Rhode Island,RI,Bristol,Donald Trump,republican,8965.0,25475,"Rhode Island, Bristol"
"Rhode Island, Kent",2016,Rhode Island,RI,Kent,Hillary Clinton,democrat,37788.0,82053,"Rhode Island, Kent"
"Rhode Island, Kent",2016,Rhode Island,RI,Kent,Donald Trump,republican,38336.0,82053,"Rhode Island, Kent"
"Rhode Island, Newport",2016,Rhode Island,RI,Newport,Hillary Clinton,democrat,22851.0,41045,"Rhode Island, Newport"
"Rhode Island, Newport",2016,Rhode Island,RI,Newport,Donald Trump,republican,15077.0,41045,"Rhode Island, Newport"
"Rhode Island, Providence",2016,Rhode Island,RI,Providence,Hillary Clinton,democrat,142899.0,248474,"Rhode Island, Providence"
"Rhode Island, Providence",2016,Rhode Island,RI,Providence,Donald Trump,republican,90882.0,248474,"Rhode Island, Providence"
"Rhode Island, Washington",2016,Rhode Island,RI,Washington,Hillary Clinton,democrat,33741.0,66369,"Rhode Island, Washington"
"Rhode Island, Washington",2016,Rhode Island,RI,Washington,Donald Trump,republican,27230.0,66369,"Rhode Island, Washington"
"South Carolina, Abbeville",2016,South Carolina,SC,Abbeville,Hillary Clinton,democrat,3741.0,10775,"South Carolina, Abbeville"
"South Carolina, Abbeville",2016,South Carolina,SC,Abbeville,Donald Trump,republican,6763.0,10775,"South Carolina, Abbeville"
