Location,State_Code_x,County,State,State_Code_y,Party,Candidate,Total_Votes,County_Pop_2016
"Arkansas, Randolph",AR,Randolph,Arkansas,AR,republican,Donald Trump,6379,"17,444"
"Arkansas, Saline",AR,Saline,Arkansas,AR,democrat,Hillary Clinton,52100,"117,656"
"Arkansas, Saline",AR,Saline,Arkansas,AR,republican,Donald Trump,52100,"117,656"
"Arkansas, Scott",AR,Scott,Arkansas,AR,democrat,Hillary Clinton,3510,"10,332"
"Arkansas, Scott",AR,Scott,Arkansas,AR,republican,Donald Trump,3510,"10,332"
"Arkansas, Searcy",AR,Searcy,Arkansas,AR,democrat,Hillary Clinton,3728,"7,968"
"Arkansas, Searcy",AR,Searcy,Arkansas,AR,republican,Donald Trump,3728,"7,968"
"Arkansas, Sebastian",AR,Sebastian,Arkansas,AR,democrat,Hillary Clinton,44637,"127,385"
"Arkansas, Sebastian",AR,Sebastian,Arkansas,AR,republican,Donald Trump,44637,"127,385"
"Arkansas, Sevier",AR,Sevier,Arkansas,AR,democrat,Hillary Clinton,4562,"16,971"
"Arkansas, Sevier",AR,Sevier,Arkansas,AR,republican,Donald Trump,4562,"16,971"
"Arkansas, Sharp",AR,Sharp,Arkansas,AR,democrat,Hillary Clinton,7249,"17,007"
"Arkansas, Sharp",AR,Sharp,Arkansas,AR,republican,Donald Trump,7249,"17,007"
"Arkansas, St. Francis",AR,St. Francis,Arkansas,AR,democrat,Hillary Clinton,7430,
"Arkansas, St. Francis",AR,St. Francis,Arkansas,AR,republican,Donald Trump,7430,
"Arkansas, Stone",AR,Stone,Arkansas,AR,democrat,Hillary Clinton,5618,"12,509"
"Arkansas, Stone",AR,Stone,Arkansas,AR,republican,Donald Trump,5618,"12,509"
"Arkansas, Union",AR,Union,Arkansas,AR,democrat,Hillary Clinton,16894,"39,879"
"Arkansas, Union",AR,Union,Arkansas,AR,republican,Donald Trump,16894,"39,879"
"Arkansas, Van Buren",AR,Van Buren,Arkansas,AR,democrat,Hillary Clinton,7339,"16,669"
"Arkansas, Van Buren",AR,Van Buren,Arkansas,AR,republican,Donald Trump,7339,"16,669"
"Arkansas, Washington",AR,Washington,Arkansas,AR,democrat,Hillary Clinton,81861,"228,482"
"Arkansas, Washington",AR,Washington,Arkansas,AR,republican,Donald Trump,81861,"228,482"
"Arkansas, White",AR,White,Arkansas,AR,democrat,Hillary Clinton,27219,"78,917"
"Arkansas, White",AR,White,Arkansas,AR,republican,Donald Trump,27219,"78,917"
"Arkansas, Woodruff",AR,Woodruff,Arkansas,AR,democrat,Hillary Clinton,2571,"6,600"
"Arkansas, Woodruff",AR,Woodruff,Arkansas,AR,republican,Donald Trump,2571,"6,600"
"Arkansas, Yell",AR,Yell,Arkansas,AR,democrat,Hillary Clinton,6439,"21,502"
"Arkansas, Yell",AR,Yell,Arkansas,AR,republican,Donald Trump,6439,"21,502"
"California, Alameda",CA,Alameda,California,CA,democrat,Hillary Clinton,654266,"1,650,950"
"California, Alameda",CA,Alameda,California,CA,republican,Donald Trump,654266,"1,650,950"
"California, Alpine",CA,Alpine,California,CA,democrat,Hillary Clinton,602,"1,047"
"California, Alpine",CA,Alpine,California,CA,republican,Donald Trump,602,"1,047"
"California, Amador",CA,Amador,California,CA,democrat,Hillary Clinton,17734,"37,429"
"California, Amador",CA,Amador,California,CA,republican,Donald Trump,17734,"37,429"
"California, Butte",CA,Butte,California,CA,democrat,Hillary Clinton,95564,"226,231"
"California, Butte",CA,Butte,California,CA,republican,Donald Trump,95564,"226,231"
"California, Calaveras",CA,Calaveras,California,CA,democrat,Hillary Clinton,23136,"45,322"
"California, Calaveras",CA,Calaveras,California,CA,republican,Donald Trump,23136,"45,322"
"California, Colusa",CA,Colusa,California,CA,democrat,Hillary Clinton,6632,"21,496"
"California, Colusa",CA,Colusa,California,CA,republican,Donald Trump,6632,"21,496"
"California, Contra Costa",CA,Contra Costa,California,CA,democrat,Hillary Clinton,466175,"1,137,268"
"California, Contra Costa",CA,Contra Costa,California,CA,republican,Donald Trump,466175,"1,137,268"
"California, Del Norte",CA,Del Norte,California,CA,democrat,Hillary Clinton,9558,"27,382"
"California, Del Norte",CA,Del Norte,California,CA,republican,Donald Trump,9558,"27,382"
"California, El Dorado",CA,El Dorado,California,CA,democrat,Hillary Clinton,93591,"185,976"
"California, El Dorado",CA,El Dorado,California,CA,republican,Donald Trump,93591,"185,976"
"California, Fresno",CA,Fresno,California,CA,democrat,Hillary Clinton,282319,"976,830"
"California, Fresno",CA,Fresno,California,CA,republican,Donald Trump,282319,"976,830"
"California, Glenn",CA,Glenn,California,CA,democrat,Hillary Clinton,9470,"27,840"
"California, Glenn",CA,Glenn,California,CA,republican,Donald Trump,9470,"27,840"
"California, Humboldt",CA,Humboldt,California,CA,democrat,Hillary Clinton,59246,"136,290"
"California, Humboldt",CA,Humboldt,California,CA,republican,Donald Trump,59246,"136,290"
"California, Imperial",CA,Imperial,California,CA,democrat,Hillary Clinton,48091,"180,179"
"California, Imperial",CA,Imperial,California,CA,republican,Donald Trump,48091,"180,179"
"California, Inyo",CA,Inyo,California,CA,democrat,Hillary Clinton,8086,"17,922"
"California, Inyo",CA,Inyo,California,CA,republican,Donald Trump,8086,"17,922"
"California, Kern",CA,Kern,California,CA,democrat,Hillary Clinton,244163,"880,856"
"California, Kern",CA,Kern,California,CA,republican,Donald Trump,244163,"880,856"
"California, Kings",CA,Kings,California,CA,democrat,Hillary Clinton,33915,"149,382"
"California, Kings",CA,Kings,California,CA,republican,Donald Trump,33915,"149,382"
"California, Lake",CA,Lake,California,CA,democrat,Hillary Clinton,24496,"63,903"
"California, Lake",CA,Lake,California,CA,republican,Donald Trump,24496,"63,903"
"California, Lassen",CA,Lassen,California,CA,democrat,Hillary Clinton,10524,"30,721"
"California, Lassen",CA,Lassen,California,CA,republican,Donald Trump,10524,"30,721"
"California, Los Angeles",CA,Los Angeles,California,CA,democrat,Hillary Clinton,3434308,"10,105,708"
"California, Los Angeles",CA,Los Angeles,California,CA,republican,Donald Trump,3434308,"10,105,708"
"California, Madera",CA,Madera,California,CA,democrat,Hillary Clinton,43112,"153,956"
"California, Madera",CA,Madera,California,CA,republican,Donald Trump,43112,"153,956"
"California, Marin",CA,Marin,California,CA,democrat,Hillary Clinton,139273,"260,562"
"California, Marin",CA,Marin,California,CA,republican,Donald Trump,139273,"260,562"
"California, Mariposa",CA,Mariposa,California,CA,democrat,Hillary Clinton,8877,"17,456"
"California, Mariposa",CA,Mariposa,California,CA,republican,Donald Trump,8877,"17,456"
"California, Mendocino",CA,Mendocino,California,CA,democrat,Hillary Clinton,37477,"87,285"
"California, Mendocino",CA,Mendocino,California,CA,republican,Donald Trump,37477,"87,285"
"California, Merced",CA,Merced,California,CA,democrat,Hillary Clinton,70789,"267,628"
"California, Merced",CA,Merced,California,CA,republican,Donald Trump,70789,"267,628"
"California, Modoc",CA,Modoc,California,CA,democrat,Hillary Clinton,3788,"8,961"
"California, Modoc",CA,Modoc,California,CA,republican,Donald Trump,3788,"8,961"
"California, Mono",CA,Mono,California,CA,democrat,Hillary Clinton,5276,"14,273"
"California, Mono",CA,Mono,California,CA,republican,Donald Trump,5276,"14,273"
"California, Monterey",CA,Monterey,California,CA,democrat,Hillary Clinton,133408,"433,953"
"California, Monterey",CA,Monterey,California,CA,republican,Donald Trump,133408,"433,953"
"California, Napa",CA,Napa,California,CA,democrat,Hillary Clinton,61372,"140,840"
"California, Napa",CA,Napa,California,CA,republican,Donald Trump,61372,"140,840"
"California, Nevada",CA,Nevada,California,CA,democrat,Hillary Clinton,54935,"98,913"
"California, Nevada",CA,Nevada,California,CA,republican,Donald Trump,54935,"98,913"
"California, Orange",CA,Orange,California,CA,democrat,Hillary Clinton,1197521,"3,164,986"
"California, Orange",CA,Orange,California,CA,republican,Donald Trump,1197521,"3,164,986"
"California, Placer",CA,Placer,California,CA,democrat,Hillary Clinton,182839,"378,943"
"California, Placer",CA,Placer,California,CA,republican,Donald Trump,182839,"378,943"
"California, Plumas",CA,Plumas,California,CA,democrat,Hillary Clinton,9676,"18,665"
"California, Plumas",CA,Plumas,California,CA,republican,Donald Trump,9676,"18,665"
"California, Riverside",CA,Riverside,California,CA,democrat,Hillary Clinton,751391,"2,380,081"
"California, Riverside",CA,Riverside,California,CA,republican,Donald Trump,751391,"2,380,081"
"California, Sacramento",CA,Sacramento,California,CA,democrat,Hillary Clinton,559330,"1,510,987"
"California, Sacramento",CA,Sacramento,California,CA,republican,Donald Trump,559330,"1,510,987"
"California, San Benito",CA,San Benito,California,CA,democrat,Hillary Clinton,21924,"59,225"
"California, San Benito",CA,San Benito,California,CA,republican,Donald Trump,21924,"59,225"
"California, San Bernardino",CA,San Bernardino,California,CA,democrat,Hillary Clinton,653983,"2,131,960"
"California, San Bernardino",CA,San Bernardino,California,CA,republican,Donald Trump,653983,"2,131,960"
"California, San Diego",CA,San Diego,California,CA,democrat,Hillary Clinton,1306400,"3,306,089"
"California, San Diego",CA,San Diego,California,CA,republican,Donald Trump,1306400,"3,306,089"
"California, San Francisco",CA,San Francisco,California,CA,democrat,Hillary Clinton,405792,"871,512"
"California, San Francisco",CA,San Francisco,California,CA,republican,Donald Trump,405792,"871,512"
"California, San Joaquin",CA,San Joaquin,California,CA,democrat,Hillary Clinton,224166,"732,809"
"California, San Joaquin",CA,San Joaquin,California,CA,republican,Donald Trump,224166,"732,809"
"California, San Luis Obispo",CA,San Luis Obispo,California,CA,democrat,Hillary Clinton,135009,"281,803"
"California, San Luis Obispo",CA,San Luis Obispo,California,CA,republican,Donald Trump,135009,"281,803"
"California, San Mateo",CA,San Mateo,California,CA,democrat,Hillary Clinton,314384,"767,906"
"California, San Mateo",CA,San Mateo,California,CA,republican,Donald Trump,314384,"767,906"
"California, Santa Barbara",CA,Santa Barbara,California,CA,democrat,Hillary Clinton,176786,"444,340"
"California, Santa Barbara",CA,Santa Barbara,California,CA,republican,Donald Trump,176786,"444,340"
"California, Santa Clara",CA,Santa Clara,California,CA,democrat,Hillary Clinton,703709,"1,928,368"
"California, Santa Clara",CA,Santa Clara,California,CA,republican,Donald Trump,703709,"1,928,368"
"California, Santa Cruz",CA,Santa Cruz,California,CA,democrat,Hillary Clinton,128821,"274,396"
"California, Santa Cruz",CA,Santa Cruz,California,CA,republican,Donald Trump,128821,"274,396"
"California, Shasta",CA,Shasta,California,CA,democrat,Hillary Clinton,80053,"178,571"
"California, Shasta",CA,Shasta,California,CA,republican,Donald Trump,80053,"178,571"
"California, Sierra",CA,Sierra,California,CA,democrat,Hillary Clinton,1830,"2,951"
"California, Sierra",CA,Sierra,California,CA,republican,Donald Trump,1830,"2,951"
"California, Siskiyou",CA,Siskiyou,California,CA,democrat,Hillary Clinton,20492,"43,376"
"California, Siskiyou",CA,Siskiyou,California,CA,republican,Donald Trump,20492,"43,376"
"California, Solano",CA,Solano,California,CA,democrat,Hillary Clinton,166113,"438,858"
"California, Solano",CA,Solano,California,CA,republican,Donald Trump,166113,"438,858"
"California, Sonoma",CA,Sonoma,California,CA,democrat,Hillary Clinton,231253,"502,547"
"California, Sonoma",CA,Sonoma,California,CA,republican,Donald Trump,231253,"502,547"
"California, Stanislaus",CA,Stanislaus,California,CA,democrat,Hillary Clinton,172146,"539,255"
"California, Stanislaus",CA,Stanislaus,California,CA,republican,Donald Trump,172146,"539,255"
"California, Sutter",CA,Sutter,California,CA,democrat,Hillary Clinton,33523,"95,742"
"California, Sutter",CA,Sutter,California,CA,republican,Donald Trump,33523,"95,742"
"California, Tehama",CA,Tehama,California,CA,democrat,Hillary Clinton,23908,"63,453"
"California, Tehama",CA,Tehama,California,CA,republican,Donald Trump,23908,"63,453"
"California, Trinity",CA,Trinity,California,CA,democrat,Hillary Clinton,5686,"12,828"
"California, Trinity",CA,Trinity,California,CA,republican,Donald Trump,5686,"12,828"
"California, Tulare",CA,Tulare,California,CA,democrat,Hillary Clinton,112334,"459,235"
"California, Tulare",CA,Tulare,California,CA,republican,Donald Trump,112334,"459,235"
"California, Tuolumne",CA,Tuolumne,California,CA,democrat,Hillary Clinton,25529,"53,770"
"California, Tuolumne",CA,Tuolumne,California,CA,republican,Donald Trump,25529,"53,770"
"California, Ventura",CA,Ventura,California,CA,democrat,Hillary Clinton,351726,"847,323"
"California, Ventura",CA,Ventura,California,CA,republican,Donald Trump,351726,"847,323"
"California, Yolo",CA,Yolo,California,CA,democrat,Hillary Clinton,82090,"215,627"
"California, Yolo",CA,Yolo,California,CA,republican,Donald Trump,82090,"215,627"
"California, Yuba",CA,Yuba,California,CA,democrat,Hillary Clinton,22998,"74,952"
"California, Yuba",CA,Yuba,California,CA,republican,Donald Trump,22998,"74,952"
"Colorado, Adams",CO,Adams,Colorado,CO,democrat,Hillary Clinton,193665,"497,734"
"Colorado, Adams",CO,Adams,Colorado,CO,republican,Donald Trump,193665,"497,734"
"Colorado, Alamosa",CO,Alamosa,Colorado,CO,democrat,Hillary Clinton,6939,"16,053"
"Colorado, Alamosa",CO,Alamosa,Colorado,CO,republican,Donald Trump,6939,"16,053"
"Colorado, Arapahoe",CO,Arapahoe,Colorado,CO,democrat,Hillary Clinton,303046,"638,950"
"Colorado, Arapahoe",CO,Arapahoe,Colorado,CO,republican,Donald Trump,303046,"638,950"
"Colorado, Archuleta",CO,Archuleta,Colorado,CO,democrat,Hillary Clinton,7339,"12,825"
"Colorado, Archuleta",CO,Archuleta,Colorado,CO,republican,Donald Trump,7339,"12,825"
"Colorado, Baca",CO,Baca,Colorado,CO,democrat,Hillary Clinton,2153,"3,530"
"Colorado, Baca",CO,Baca,Colorado,CO,republican,Donald Trump,2153,"3,530"
"Colorado, Bent",CO,Bent,Colorado,CO,democrat,Hillary Clinton,1927,"5,833"
"Colorado, Bent",CO,Bent,Colorado,CO,republican,Donald Trump,1927,"5,833"
"Colorado, Boulder",CO,Boulder,Colorado,CO,democrat,Hillary Clinton,188142,"321,250"
"Colorado, Boulder",CO,Boulder,Colorado,CO,republican,Donald Trump,188142,"321,250"
"Colorado, Broomfield",CO,Broomfield,Colorado,CO,democrat,Hillary Clinton,37689,"66,513"
"Colorado, Broomfield",CO,Broomfield,Colorado,CO,republican,Donald Trump,37689,"66,513"
"Colorado, Chaffee",CO,Chaffee,Colorado,CO,democrat,Hillary Clinton,11250,"19,110"
"Colorado, Chaffee",CO,Chaffee,Colorado,CO,republican,Donald Trump,11250,"19,110"
"Colorado, Cheyenne",CO,Cheyenne,Colorado,CO,democrat,Hillary Clinton,1102,"1,850"
"Colorado, Cheyenne",CO,Cheyenne,Colorado,CO,republican,Donald Trump,1102,"1,850"
"Colorado, Clear Creek",CO,Clear Creek,Colorado,CO,democrat,Hillary Clinton,5866,"9,353"
"Colorado, Clear Creek",CO,Clear Creek,Colorado,CO,republican,Donald Trump,5866,"9,353"
"Colorado, Conejos",CO,Conejos,Colorado,CO,democrat,Hillary Clinton,4022,"8,050"
"Colorado, Conejos",CO,Conejos,Colorado,CO,republican,Donald Trump,4022,"8,050"
"Colorado, Costilla",CO,Costilla,Colorado,CO,democrat,Hillary Clinton,1848,"3,693"
"Colorado, Costilla",CO,Costilla,Colorado,CO,republican,Donald Trump,1848,"3,693"
"Colorado, Crowley",CO,Crowley,Colorado,CO,democrat,Hillary Clinton,1527,"5,285"
"Colorado, Crowley",CO,Crowley,Colorado,CO,republican,Donald Trump,1527,"5,285"
"Colorado, Custer",CO,Custer,Colorado,CO,democrat,Hillary Clinton,3066,"4,588"
"Colorado, Custer",CO,Custer,Colorado,CO,republican,Donald Trump,3066,"4,588"
"Colorado, Delta",CO,Delta,Colorado,CO,democrat,Hillary Clinton,16790,"30,346"
"Colorado, Delta",CO,Delta,Colorado,CO,republican,Donald Trump,16790,"30,346"
"Colorado, Denver",CO,Denver,Colorado,CO,democrat,Hillary Clinton,331852,"696,159"
"Colorado, Denver",CO,Denver,Colorado,CO,republican,Donald Trump,331852,"696,159"
"Colorado, Dolores",CO,Dolores,Colorado,CO,democrat,Hillary Clinton,1255,"2,056"
"Colorado, Dolores",CO,Dolores,Colorado,CO,republican,Donald Trump,1255,"2,056"
"Colorado, Douglas",CO,Douglas,Colorado,CO,democrat,Hillary Clinton,187499,"328,219"
"Colorado, Douglas",CO,Douglas,Colorado,CO,republican,Donald Trump,187499,"328,219"
"Colorado, Eagle",CO,Eagle,Colorado,CO,democrat,Hillary Clinton,25223,"54,541"
"Colorado, Eagle",CO,Eagle,Colorado,CO,republican,Donald Trump,25223,"54,541"
"Colorado, El Paso",CO,El Paso,Colorado,CO,democrat,Hillary Clinton,318967,"688,277"
"Colorado, El Paso",CO,El Paso,Colorado,CO,republican,Donald Trump,318967,"688,277"
"Colorado, Elbert",CO,Elbert,Colorado,CO,democrat,Hillary Clinton,15978,"25,157"
"Colorado, Elbert",CO,Elbert,Colorado,CO,republican,Donald Trump,15978,"25,157"
"Colorado, Fremont",CO,Fremont,Colorado,CO,democrat,Hillary Clinton,21973,"46,976"
"Colorado, Fremont",CO,Fremont,Colorado,CO,republican,Donald Trump,21973,"46,976"
"Colorado, Garfield",CO,Garfield,Colorado,CO,democrat,Hillary Clinton,26470,"58,785"
"Colorado, Garfield",CO,Garfield,Colorado,CO,republican,Donald Trump,26470,"58,785"
"Colorado, Gilpin",CO,Gilpin,Colorado,CO,democrat,Hillary Clinton,3576,"5,914"
"Colorado, Gilpin",CO,Gilpin,Colorado,CO,republican,Donald Trump,3576,"5,914"
"Colorado, Grand",CO,Grand,Colorado,CO,democrat,Hillary Clinton,8588,"15,179"
"Colorado, Grand",CO,Grand,Colorado,CO,republican,Donald Trump,8588,"15,179"
"Colorado, Gunnison",CO,Gunnison,Colorado,CO,democrat,Hillary Clinton,9412,"16,414"
"Colorado, Gunnison",CO,Gunnison,Colorado,CO,republican,Donald Trump,9412,"16,414"
"Colorado, Hinsdale",CO,Hinsdale,Colorado,CO,democrat,Hillary Clinton,589,788
"Colorado, Hinsdale",CO,Hinsdale,Colorado,CO,republican,Donald Trump,589,788
"Colorado, Huerfano",CO,Huerfano,Colorado,CO,democrat,Hillary Clinton,3783,"6,580"
"Colorado, Huerfano",CO,Huerfano,Colorado,CO,republican,Donald Trump,3783,"6,580"
"Colorado, Jackson",CO,Jackson,Colorado,CO,democrat,Hillary Clinton,861,"1,358"
"Colorado, Jackson",CO,Jackson,Colorado,CO,republican,Donald Trump,861,"1,358"
"Colorado, Jefferson",CO,Jefferson,Colorado,CO,democrat,Hillary Clinton,328882,"571,413"
"Colorado, Jefferson",CO,Jefferson,Colorado,CO,republican,Donald Trump,328882,"571,413"
"Colorado, Kiowa",CO,Kiowa,Colorado,CO,democrat,Hillary Clinton,855,"1,342"
"Colorado, Kiowa",CO,Kiowa,Colorado,CO,republican,Donald Trump,855,"1,342"
"Colorado, Kit Carson",CO,Kit Carson,Colorado,CO,democrat,Hillary Clinton,3702,"7,626"
"Colorado, Kit Carson",CO,Kit Carson,Colorado,CO,republican,Donald Trump,3702,"7,626"
"Colorado, La Plata",CO,La Plata,Colorado,CO,democrat,Hillary Clinton,31150,"55,316"
"Colorado, La Plata",CO,La Plata,Colorado,CO,republican,Donald Trump,31150,"55,316"
"Colorado, Lake",CO,Lake,Colorado,CO,democrat,Hillary Clinton,3199,"7,590"
"Colorado, Lake",CO,Lake,Colorado,CO,republican,Donald Trump,3199,"7,590"
"Colorado, Larimer",CO,Larimer,Colorado,CO,democrat,Hillary Clinton,195980,"338,984"
"Colorado, Larimer",CO,Larimer,Colorado,CO,republican,Donald Trump,195980,"338,984"
"Colorado, Las Animas",CO,Las Animas,Colorado,CO,democrat,Hillary Clinton,6793,"14,073"
"Colorado, Las Animas",CO,Las Animas,Colorado,CO,republican,Donald Trump,6793,"14,073"
"Colorado, Lincoln",CO,Lincoln,Colorado,CO,democrat,Hillary Clinton,2436,"5,551"
"Colorado, Lincoln",CO,Lincoln,Colorado,CO,republican,Donald Trump,2436,"5,551"
"Colorado, Logan",CO,Logan,Colorado,CO,democrat,Hillary Clinton,9722,"22,435"
"Colorado, Logan",CO,Logan,Colorado,CO,republican,Donald Trump,9722,"22,435"
"Colorado, Mesa",CO,Mesa,Colorado,CO,democrat,Hillary Clinton,77653,"149,736"
"Colorado, Mesa",CO,Mesa,Colorado,CO,republican,Donald Trump,77653,"149,736"
"Colorado, Mineral",CO,Mineral,Colorado,CO,democrat,Hillary Clinton,652,756
"Colorado, Mineral",CO,Mineral,Colorado,CO,republican,Donald Trump,652,756
"Colorado, Moffat",CO,Moffat,Colorado,CO,democrat,Hillary Clinton,6525,"13,144"
"Colorado, Moffat",CO,Moffat,Colorado,CO,republican,Donald Trump,6525,"13,144"
"Colorado, Montezuma",CO,Montezuma,Colorado,CO,democrat,Hillary Clinton,12858,"25,994"
"Colorado, Montezuma",CO,Montezuma,Colorado,CO,republican,Donald Trump,12858,"25,994"
"Colorado, Montrose",CO,Montrose,Colorado,CO,democrat,Hillary Clinton,21186,"41,151"
"Colorado, Montrose",CO,Montrose,Colorado,CO,republican,Donald Trump,21186,"41,151"
"Colorado, Morgan",CO,Morgan,Colorado,CO,democrat,Hillary Clinton,11960,"28,199"
"Colorado, Morgan",CO,Morgan,Colorado,CO,republican,Donald Trump,11960,"28,199"
"Colorado, Otero",CO,Otero,Colorado,CO,democrat,Hillary Clinton,8452,"18,266"
"Colorado, Otero",CO,Otero,Colorado,CO,republican,Donald Trump,8452,"18,266"
"Colorado, Ouray",CO,Ouray,Colorado,CO,democrat,Hillary Clinton,3310,"4,789"
"Colorado, Ouray",CO,Ouray,Colorado,CO,republican,Donald Trump,3310,"4,789"
"Colorado, Park",CO,Park,Colorado,CO,democrat,Hillary Clinton,10417,"17,343"
"Colorado, Park",CO,Park,Colorado,CO,republican,Donald Trump,10417,"17,343"
"Colorado, Phillips",CO,Phillips,Colorado,CO,democrat,Hillary Clinton,2332,"4,280"
"Colorado, Phillips",CO,Phillips,Colorado,CO,republican,Donald Trump,2332,"4,280"
"Colorado, Pitkin",CO,Pitkin,Colorado,CO,democrat,Hillary Clinton,10523,"17,975"
"Colorado, Pitkin",CO,Pitkin,Colorado,CO,republican,Donald Trump,10523,"17,975"
"Colorado, Prowers",CO,Prowers,Colorado,CO,democrat,Hillary Clinton,5016,"11,926"
"Colorado, Prowers",CO,Prowers,Colorado,CO,republican,Donald Trump,5016,"11,926"
"Colorado, Pueblo",CO,Pueblo,Colorado,CO,democrat,Hillary Clinton,78646,"164,774"
"Colorado, Pueblo",CO,Pueblo,Colorado,CO,republican,Donald Trump,78646,"164,774"
"Colorado, Rio Blanco",CO,Rio Blanco,Colorado,CO,democrat,Hillary Clinton,3450,"6,436"
"Colorado, Rio Blanco",CO,Rio Blanco,Colorado,CO,republican,Donald Trump,3450,"6,436"
"Colorado, Rio Grande",CO,Rio Grande,Colorado,CO,democrat,Hillary Clinton,5534,"11,337"
"Colorado, Rio Grande",CO,Rio Grande,Colorado,CO,republican,Donald Trump,5534,"11,337"
"Colorado, Routt",CO,Routt,Colorado,CO,democrat,Hillary Clinton,13986,"24,682"
"Colorado, Routt",CO,Routt,Colorado,CO,republican,Donald Trump,13986,"24,682"
"Colorado, Saguache",CO,Saguache,Colorado,CO,democrat,Hillary Clinton,2835,"6,412"
"Colorado, Saguache",CO,Saguache,Colorado,CO,republican,Donald Trump,2835,"6,412"
"Colorado, San Juan",CO,San Juan,Colorado,CO,democrat,Hillary Clinton,506,691
"Colorado, San Juan",CO,San Juan,Colorado,CO,republican,Donald Trump,506,691
"Colorado, San Miguel",CO,San Miguel,Colorado,CO,democrat,Hillary Clinton,4329,"8,017"
